"Source1","Source2"
"Kandakkuliya-PU0106-18G/1587-23-ODU-1(RTNRF-1)","Palliwasalthurai-PU0073-18G/1587-23-ODU-1(RTNRF-1)"
,
"Heritance negombo IBS-GM0573-26G/1304-23-ODU-1(RTNRF-1)","Negombo Beach Dialog-GM0086-26G/1304-23-ODU-1(RTNRF-1)"
,
"Heritance negombo IBS-GM0573-26G/1304-24-ODU-1(RTNRF-1)","Negombo Beach Dialog-GM0086-26G/1304-24-ODU-1(RTNRF-1)"
,
"Periyathampana-MA0014-15G/928-23-ODU-1(RTNRF-1)","Manik_Farm_MTU-VA0012-15G/928-23-ODU-1(RTNRF-1)"
,
"Battaramulla Dialog-CM0127-23G/1693-23-ODU-1(RTNRF-1)","Ramya_Mw-CM0901-23G/1693-23-ODU-1(RTNRF-1)"
,
"Kalapaluwawa-CM0204-26G/1165-23-ODU-1(RTNRF-1)","Battaramulla-CM0127-26G/1165-23-ODU-1(RTNRF-1)"
,
"Kalapaluwawa-CM0204-26G/1165-24-ODU-1(RTNRF-1)","Battaramulla-CM0127-26G/1165-24-ODU-1(RTNRF-1)"
,
"Dunagaha-GM0067-15G/744-23-ODU-1(RTNRF-1)","Walpita-GM0173-15G/744-23-ODU-1(RTNRF-1)"
,
"Narahenpita_Jn-CM1031-26G/765-23-ODU-1(RTNRF-1)","Narahenpita-CM0158-26G/765-23-ODU-1(RTNRF-1)"
,
"Narahenpita_Jn-CM1031-26G/765-24-ODU-1(RTNRF-1)","Narahenpita-CM0158-26G/765-24-ODU-1(RTNRF-1)"
,
"Koddimunai-BA0086-18G/1711-23-ODU-1(RTNRF-1)","Nochchimunai-BA0020-18G/1711-23-ODU-1(RTNRF-1)"
,
"Bullers_Rd-CM0231-23G/1314-23-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1314-23-ODU-1(RTNRF-1)"
,
"Bullers_Rd-CM0231-23G/1314-24-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1314-24-ODU-1(RTNRF-1)"
,
"Vaddukoddai-JA0019-23G/1033-23-ODU-1(RTNRF-1)","Chankanai-JA0010-23G/1033-23-ODU-1(RTNRF-1)"
,
"Vaddukoddai-JA0019-23G/1033-24-ODU-1(RTNRF-1)","Chankanai-JA0010-23G/1033-24-ODU-1(RTNRF-1)"
,
"Medagama_Galgamuwa-KU0333-15G/968-23-ODU-1(RTNRF-1)","Thambuttegama-AN0011-15G/968-23-ODU-1(RTNRF-1)"
,
"Kirulapana_North-CM0566-26G/917-23-ODU-1(RTNRF-1)","Kirulapana-CM0046-26G/917-23-ODU-1(RTNRF-1)"
,
"Kirulapana_North-CM0566-26G/917-24-ODU-1(RTNRF-1)","Kirulapana-CM0046-26G/917-24-ODU-1(RTNRF-1)"
,
"Kirulapana_North-CM0566-26G/917-25-ODU-1(RTNRF-1)","Kirulapana-CM0046-26G/917-25-ODU-1(RTNRF-1)"
,
"Kirulapana_North-CM0566-26G/917-26-ODU-1(RTNRF-1)","Kirulapana-CM0046-26G/917-26-ODU-1(RTNRF-1)"
,
"Alawala-GM0166-18G/1650-23-ODU-1(RTNRF-1)","Urapola-GM0047-18G/1650-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-26G/1267-23-ODU-1(RTNRF-1)","National_Hospita_Ind-CM0777-26G/1267-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-26G/1267-24-ODU-1(RTNRF-1)","National_Hospita_Ind-CM0777-26G/1267-24-ODU-1(RTNRF-1)"
,
"Bamunawala-KU0205-23G/1513-23-ODU-1(RTNRF-1)","Wehera-KU0029-23G/1513-23-ODU-1(RTNRF-1)"
,
"Bamunawala-KU0205-23G/1513-24-ODU-1(RTNRF-1)","Wehera-KU0029-23G/1513-24-ODU-1(RTNRF-1)"
,
"Hiripitiya-KU0044-13G/777-23-ODU-1(RTNRF-1)","Wariyapola-KU0112-13G/777-23-ODU-1(RTNRF-1)"
,
"Hiripitiya-KU0044-13G/777-25-ODU-1(RTNRF-1)","Wariyapola-KU0112-13G/777-25-ODU-1(RTNRF-1)"
,
"Mudala-PU0010-18G/1752-23-ODU-1(RTNRF-1)","Kiriyankalli_Airtel-PU0069-18G/1752-23-ODU-1(RTNRF-1)"
,
"Varikuttiuruwa-VA0052-13G/546-23-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-13G/546-23-ODU-1(RTNRF-1)"
,
"Punnalaikkadduvan-JA0042-23G/1474-23-ODU-1(RTNRF-1)","Erlalai-JA0036-23G/1474-23-ODU-1(RTNRF-1)"
,
"Punnalaikkadduvan-JA0042-23G/1474-24-ODU-1(RTNRF-1)","Erlalai-JA0036-23G/1474-24-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1238-23-ODU-1(RTNRF-1)","Sedawatta-CM0229-18G/1238-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1238-24-ODU-1(RTNRF-1)","Sedawatta-CM0229-18G/1238-24-ODU-1(RTNRF-1)"
,
"Mirigama_Town-GM0155-23G/1438-23-ODU-1(RTNRF-1)","Ambana-GM0527-23G/1438-23-ODU-1(RTNRF-1)"
,
"Pallansena-GM0412-23G/615-23-ODU-1(RTNRF-1)","Waikkala(Pallansena)-PU0012-23G/615-23-ODU-1(RTNRF-1)"
,
"Pallansena-GM0412-23G/615-24-ODU-1(RTNRF-1)","Waikkala(Pallansena)-PU0012-23G/615-24-ODU-1(RTNRF-1)"
,
"Kassapa_Road-CM0523-26G/915-23-ODU-1(RTNRF-1)","Thummulla-CM0173-26G/915-23-ODU-1(RTNRF-1)"
,
"Kassapa_Road-CM0523-26G/915-24-ODU-1(RTNRF-1)","Thummulla-CM0173-26G/915-24-ODU-1(RTNRF-1)"
,
"Mundal_Dialog-PU0010-13G/758-23-ODU-1(RTNRF-1)","Viruthodai_Dialog-PU0076-13G/758-23-ODU-1(RTNRF-1)"
,
"Mundal_Dialog-PU0010-13G/758-24-ODU-1(RTNRF-1)","Viruthodai_Dialog-PU0076-13G/758-24-ODU-1(RTNRF-1)"
,
"Hema_Hosp_Thalaw_Ind-CM1266-26G/1229-23-ODU-1(RTNRF-1)","Thalawathugoda-CM0113-26G/1229-23-ODU-1(RTNRF-1)"
,
"Madampe -PU0008-18G/1744-23-ODU-1(RTNRF-1)","Kudamuduwella-PU0176-18G/1744-23-ODU-1(RTNRF-1)"
,
"Pandulagama-AN0020-18G/944-23-ODU-1(RTNRF-1)","Dahayyagama_Jn-AN0015-18G/944-23-ODU-1(RTNRF-1)"
,
"Pandulagama-AN0020-18G/944-24-ODU-1(RTNRF-1)","Dahayyagama_Jn-AN0015-18G/944-24-ODU-1(RTNRF-1)"
,
"Grandpass-CM0027-26G/1286-23-ODU-1(RTNRF-1)","Port_Access_Rd-CM0312-26G/1286-23-ODU-1(RTNRF-1)"
,
"Rambukkana Dialog-KE0005-18G/1811-23-ODU-1(RTNRF-1)","Yatagama-KE0227-18G/1811-23-ODU-1(RTNRF-1)"
,
"Giriulla_West-KU0097-15G/747-23-ODU-1(RTNRF-1)","Yakwila-KU0054-15G/747-23-ODU-1(RTNRF-1)"
,
"Bingiriya-KU0001-13G/823-23-ODU-1(RTNRF-1)","Chilaw_N-PU0021-13G/823-23-ODU-1(RTNRF-1)"
,
"Bingiriya-KU0001-13G/823-24-ODU-1(RTNRF-1)","Chilaw_N-PU0021-13G/823-24-ODU-1(RTNRF-1)"
,
"Dankotuwa-PU0004-15G/849-23-ODU-1(RTNRF-1)","Sandalankawa-KU0015-15G/849-23-ODU-1(RTNRF-1)"
,
"Dankotuwa-PU0004-15G/849-24-ODU-1(RTNRF-1)","Sandalankawa-KU0015-15G/849-24-ODU-1(RTNRF-1)"
,
"Kadigamuwa-KU0094-18G/1661-23-ODU-1(RTNRF-1)","Bingiriya-KU0001-18G/1661-23-ODU-1(RTNRF-1)"
,
"Dematawa-KU0261-15G/535-23-ODU-1(RTNRF-1)","Munamaldeniya-KU0051-15G/535-23-ODU-1(RTNRF-1)"
,
"Kinniya-TR0009-13G/750-23-ODU-1(RTNRF-1)","Thampalagamam-TR0022-13G/750-23-ODU-1(RTNRF-1)"
,
"Horawadunna-KU0151-18G/1526-23-ODU-1(RTNRF-1)","Yakwila-KU0054-18G/1526-23-ODU-1(RTNRF-1)"
,
"Puloli-JA0008-18G/1480-23-ODU-1(RTNRF-1)","Kallikai-JA0089-18G/1480-23-ODU-1(RTNRF-1)"
,
"Mallawapitiya-KU0059-18G/1563-23-ODU-1(RTNRF-1)","Barandana-KU0088-18G/1563-23-ODU-1(RTNRF-1)"
,
"Mallawapitiya-KU0059-18G/1563-24-ODU-1(RTNRF-1)","Barandana-KU0088-18G/1563-24-ODU-1(RTNRF-1)"
,
"Pallivasaturai-PU0073-15G/748-23-ODU-1(RTNRF-1)","Thalawila-PU0022-15G/748-23-ODU-1(RTNRF-1)"
,
"Borella_Junction-CM0129-23G/729-23-ODU-1(RTNRF-1)","Kala_Traders-CM0260-23G/729-23-ODU-1(RTNRF-1)"
,
"Kumarakattuwa-PU0054-15G/895-23-ODU-1(RTNRF-1)","Thisogama-KU0197-15G/895-23-ODU-1(RTNRF-1)"
,
"Badagamuwa-KU0191-18G/1429-23-ODU-1(RTNRF-1)","Mallawapitiya-KU0059-18G/1429-23-ODU-1(RTNRF-1)"
,
"Badagamuwa-KU0191-18G/1429-25-ODU-1(RTNRF-1)","Mallawapitiya-KU0059-18G/1429-25-ODU-1(RTNRF-1)"
,
"Ward_Place-CM0118-23G/1593-23-ODU-1(RTNRF-1)","Kala_Traders-CM0260-23G/1593-23-ODU-1(RTNRF-1)"
,
"Ward_Place-CM0118-23G/1593-24-ODU-1(RTNRF-1)","Kala_Traders-CM0260-23G/1593-24-ODU-1(RTNRF-1)"
,
"Dam_St_North-CM0013-26G/795-23-ODU-1(RTNRF-1)","Pettah_South-CM0591-26G/795-23-ODU-1(RTNRF-1)"
,
"Dam_St_North-CM0013-26G/795-24-ODU-1(RTNRF-1)","Pettah_South-CM0591-26G/795-24-ODU-1(RTNRF-1)"
,
"Nilaweli_North-TR0078-26G/792-23-ODU-1(RTNRF-1)","Nilaweli-TR0047-26G/792-23-ODU-1(RTNRF-1)"
,
"Nilaweli_North-TR0078-26G/792-24-ODU-1(RTNRF-1)","Nilaweli-TR0047-26G/792-24-ODU-1(RTNRF-1)"
,
"Moolai_Dialog-JA0045-15G/922-23-ODU-1(RTNRF-1)","Karainagar_SLN-JA0012-15G/922-23-ODU-1(RTNRF-1)"
,
"Moolai_Dialog-JA0045-15G/922-24-ODU-1(RTNRF-1)","Karainagar_SLN-JA0012-15G/922-24-ODU-1(RTNRF-1)"
,
"Minuwangate-KU0067-13G/896-23-ODU-1(RTNRF-1)","Yapahuwa-KU0248-13G/896-23-ODU-1(RTNRF-1)"
,
"Dekethipothana_Dialog-AN0085-13G/861-23-ODU-1(RTNRF-1)","Kahatagasdigiliya-AN0014-13G/861-23-ODU-1(RTNRF-1)"
,
"Dekethipothana_Dialog-AN0085-13G/861-24-ODU-1(RTNRF-1)","Kahatagasdigiliya-AN0014-13G/861-24-ODU-1(RTNRF-1)"
,
"Jayanthiwewa_Town-TR0072-18G/1764-23-ODU-1(RTNRF-1)","GalkulamaKanda-AN0115-18G/1764-23-ODU-1(RTNRF-1)"
,
"MAS_Active_Cmb_Ind-CM1203-26G/1260-23-ODU-1(RTNRF-1)","Nugegoda_North-CM0079-26G/1260-23-ODU-1(RTNRF-1)"
,
"MAS_Active_Cmb_Ind-CM1203-26G/1260-24-ODU-1(RTNRF-1)","Nugegoda_North-CM0079-26G/1260-24-ODU-1(RTNRF-1)"
,
"Biyagama_EPZ-GM0167-26G/1268-23-ODU-1(RTNRF-1)","MAS_Intimo_Biyagama_IBS-GM0576-26G/1268-23-ODU-1(RTNRF-1)"
,
"Biyagama_EPZ-GM0167-26G/1268-24-ODU-1(RTNRF-1)","MAS_Intimo_Biyagama_IBS-GM0576-26G/1268-24-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-18G/1133-23-ODU-1(RTNRF-1)","Mannar_West-MA0045-18G/1133-23-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-18G/1133-24-ODU-1(RTNRF-1)","Mannar_West-MA0045-18G/1133-24-ODU-1(RTNRF-1)"
,
"Danyawa-PO0036-13G/752-23-ODU-1(RTNRF-1)","Girithale-PO0001-13G/752-23-ODU-1(RTNRF-1)"
,
"Danyawa-PO0036-13G/752-25-ODU-1(RTNRF-1)","Girithale-PO0001-13G/752-25-ODU-1(RTNRF-1)"
,
"Morawewa-TR0020-7G/710-23-ODU-1(RTNRF-1)","Tiriyai_Dialog-TR0038-7G/710-23-ODU-1(RTNRF-1)"
,
"Morawewa-TR0020-7G/710-24-ODU-1(RTNRF-1)","Tiriyai_Dialog-TR0038-7G/710-24-ODU-1(RTNRF-1)"
,
"Kosdeniya-KU0179-15G/543-23-ODU-1(RTNRF-1)","Wariyapola_West-KU0048-15G/543-23-ODU-1(RTNRF-1)"
,
"Dambadeniya-KU0018-18G/1826-23-ODU-1(RTNRF-1)","Giriulla-KU0019-18G/1826-23-ODU-1(RTNRF-1)"
,
"Dambadeniya-KU0018-18G/1826-25-ODU-1(RTNRF-1)","Giriulla-KU0019-18G/1826-25-ODU-1(RTNRF-1)"
,
"Valvetithurai-JA0016-18G/901-23-ODU-1(RTNRF-1)","Thampalai-JA0072-18G/901-23-ODU-1(RTNRF-1)"
,
"Valvetithurai-JA0016-18G/901-24-ODU-1(RTNRF-1)","Thampalai-JA0072-18G/901-24-ODU-1(RTNRF-1)"
,
"Biyagama_EPZ-GM0167-26G/891-23-ODU-1(RTNRF-1)","MAS_Unichel_Biya_Ind-GM0570-26G/891-23-ODU-1(RTNRF-1)"
,
"Kotahena-CM0148-26G/774-23-ODU-1(RTNRF-1)","Sugathadasa_North-CM0491-26G/774-23-ODU-1(RTNRF-1)"
,
"Kotahena-CM0148-26G/774-24-ODU-1(RTNRF-1)","Sugathadasa_North-CM0491-26G/774-24-ODU-1(RTNRF-1)"
,
"Slimline-KU0128-18G/1075-23-ODU-1(RTNRF-1)","Yakwila-KU0054-18G/1075-23-ODU-1(RTNRF-1)"
,
"Slimline-KU0128-18G/1075-24-ODU-1(RTNRF-1)","Yakwila-KU0054-18G/1075-24-ODU-1(RTNRF-1)"
,
"Yakkala-GM0054-18G/1343-23-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/1343-23-ODU-1(RTNRF-1)"
,
"Yakkala-GM0054-18G/1343-25-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/1343-25-ODU-1(RTNRF-1)"
,
"Oddamawadi-BA0007-23G/1575-23-ODU-1(RTNRF-1)","Miravodai-BA0077-23G/1575-23-ODU-1(RTNRF-1)"
,
"Oddamawadi-BA0007-23G/1575-24-ODU-1(RTNRF-1)","Miravodai-BA0077-23G/1575-24-ODU-1(RTNRF-1)"
,
"Negombo-GM0037-18G/768-23-ODU-1(RTNRF-1)","Goluwapokuna_SLAF-GM0333-18G/768-23-ODU-1(RTNRF-1)"
,
"Mawaramandiya-GM0034-18G/1070-23-ODU-1(RTNRF-1)","Weboda-GM0152-18G/1070-23-ODU-1(RTNRF-1)"
,
"Mawaramandiya-GM0034-18G/1070-24-ODU-1(RTNRF-1)","Weboda-GM0152-18G/1070-24-ODU-1(RTNRF-1)"
,
"Delana-KU0189-13G/756-23-ODU-1(RTNRF-1)","Udubaddawa-KU0055-13G/756-23-ODU-1(RTNRF-1)"
,
"Delana-KU0189-13G/756-24-ODU-1(RTNRF-1)","Udubaddawa-KU0055-13G/756-24-ODU-1(RTNRF-1)"
,
"Dambulla-MT0001-23G/1424-23-ODU-1(RTNRF-1)","Rangiri_Dambulu-MT0114-23G/1424-23-ODU-1(RTNRF-1)"
,
"Makola_South-GM0206-26G/1373-23-ODU-1(RTNRF-1)","Mawaramandiya-GM0034-26G/1373-23-ODU-1(RTNRF-1)"
,
"Maduragoda-KU0089-11G/404-23-ODU-1(RTNRF-1)","Thorayaya-KU0262-11G/404-23-ODU-1(RTNRF-1)"
,
"Maduragoda-KU0089-11G/404-24-ODU-1(RTNRF-1)","Thorayaya-KU0262-11G/404-24-ODU-1(RTNRF-1)"
,
"Empire_Residencies_IBS-CM0761-23G/1525-23-ODU-1(RTNRF-1)","Thursten_Road-CM0174-23G/1525-23-ODU-1(RTNRF-1)"
,
"Asikulam-VA0064-18G/1716-23-ODU-1(RTNRF-1)","Irattaperiyakulam_Dialog-VA0072-18G/1716-23-ODU-1(RTNRF-1)"
,
"Mallawapitiya-KU0059-18G/1528-23-ODU-1(RTNRF-1)","Thorayaya-KU0262-18G/1528-23-ODU-1(RTNRF-1)"
,
"Mallawapitiya-KU0059-18G/1528-24-ODU-1(RTNRF-1)","Thorayaya-KU0262-18G/1528-24-ODU-1(RTNRF-1)"
,
"Palugaswewa-AN0043-18G/1759-23-ODU-1(RTNRF-1)","Ulpotha-AN0212-18G/1759-23-ODU-1(RTNRF-1)"
,
"CICT_Office_IBS-CM1326-18G/1495-23-ODU-1(RTNRF-1)","Seylan_Tower-CM0169-18G/1495-23-ODU-1(RTNRF-1)"
,
"Kotikawatta_DBN(ANG/001)-CM0053-23G/1573-23-ODU-1(RTNRF-1)","Wellampitiya_RT_Dialog(Relocation)-CM1363-23G/1573-23-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-18G/1422-23-ODU-1(RTNRF-1)","Weliweriya-GM0052-18G/1422-23-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-18G/1422-25-ODU-1(RTNRF-1)","Weliweriya-GM0052-18G/1422-25-ODU-1(RTNRF-1)"
,
"Kotahena-CM0148-26G/831-23-ODU-1(RTNRF-1)","Gunananda_Mw-CM0276-26G/831-23-ODU-1(RTNRF-1)"
,
"Kotahena-CM0148-26G/831-24-ODU-1(RTNRF-1)","Gunananda_Mw-CM0276-26G/831-24-ODU-1(RTNRF-1)"
,
"Handala-GM0015-23G/763-23-ODU-1(RTNRF-1)","Kerawalapitiya-GM0145-23G/763-23-ODU-1(RTNRF-1)"
,
"Handala-GM0015-23G/763-24-ODU-1(RTNRF-1)","Kerawalapitiya-GM0145-23G/763-24-ODU-1(RTNRF-1)"
,
"Manipai_Town-JA0137-26G/725-23-ODU-1(RTNRF-1)","Manipai-JA0005-26G/725-23-ODU-1(RTNRF-1)"
,
"Manipai_Town-JA0137-26G/725-24-ODU-1(RTNRF-1)","Manipai-JA0005-26G/725-24-ODU-1(RTNRF-1)"
,
"Horathepola_Mobitel-KU0353-18G/1893-23-ODU-1(RTNRF-1)","UDUBADDAWA-KU0055-18G/1893-23-ODU-1(RTNRF-1)"
,
"Nellikulama-AN0151-18G/1938-23-ODU-1(RTNRF-1)","Pandulagama DAP-AN0020-18G/1938-23-ODU-1(RTNRF-1)"
,
"Nellikulama-AN0151-18G/1938-24-ODU-1(RTNRF-1)","Pandulagama DAP-AN0020-18G/1938-24-ODU-1(RTNRF-1)"
,
"Irattaperiyakulum_Dialog-VA0072-18G/1701-23-ODU-1(RTNRF-1)","Pandarikulum _South-VA0057-18G/1701-23-ODU-1(RTNRF-1)"
,
"Irattaperiyakulum_Dialog-VA0072-18G/1701-24-ODU-1(RTNRF-1)","Pandarikulum _South-VA0057-18G/1701-24-ODU-1(RTNRF-1)"
,
"Ragama_Town-GM0614-26G/817-23-ODU-1(RTNRF-1)","Ragama-GM0042-26G/817-23-ODU-1(RTNRF-1)"
,
"Ragama_Town-GM0614-26G/817-24-ODU-1(RTNRF-1)","Ragama-GM0042-26G/817-24-ODU-1(RTNRF-1)"
,
"Boralesgamuwa_West-CM0339-18G/1244-23-ODU-1(RTNRF-1)","Werahera-CM0334-18G/1244-23-ODU-1(RTNRF-1)"
,
"Gampaha_Suntel-GM0539-23G/1016-23-ODU-1(RTNRF-1)","Yakkala-GM0054-23G/1016-23-ODU-1(RTNRF-1)"
,
"Semamadu_Dialog-VA0048-13G/805-23-ODU-1(RTNRF-1)","Bogaswewa_MTU-VA0071-13G/805-23-ODU-1(RTNRF-1)"
,
"Kuchchiweli_North-TR0043-18G/609-23-ODU-1(RTNRF-1)","Kuchchiweli_Dialog-TR0020-18G/609-23-ODU-1(RTNRF-1)"
,
"Ganemulla-GM0013-23G/1440-23-ODU-1(RTNRF-1)","Rathmalwila-GM0291-23G/1440-23-ODU-1(RTNRF-1)"
,
"Parana_Medawachchiya-TR0068-13G/932-23-ODU-1(RTNRF-1)","Galkulama_KANDA-AN0115-13G/932-23-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-18G/936-23-ODU-1(RTNRF-1)","Buthpitiya-GM0149-18G/936-23-ODU-1(RTNRF-1)"
,
"Belummahara-GM0058-18G/936-24-ODU-1(RTNRF-1)","Buthpitiya-GM0149-18G/936-24-ODU-1(RTNRF-1)"
,
"Oddusudan_DTL-MU0022-13G/874-23-ODU-1(RTNRF-1)","Vattappalai_DTL-MU0041-13G/874-23-ODU-1(RTNRF-1)"
,
"Oddusudan_DTL-MU0022-13G/874-24-ODU-1(RTNRF-1)","Vattappalai_DTL-MU0041-13G/874-24-ODU-1(RTNRF-1)"
,
"Thalawa-AN0031-18G/814-23-ODU-1(RTNRF-1)","Kongahawewa-AN0153-18G/814-23-ODU-1(RTNRF-1)"
,
"Thalawa-AN0031-18G/814-24-ODU-1(RTNRF-1)","Kongahawewa-AN0153-18G/814-24-ODU-1(RTNRF-1)"
,
"Danowita-GM0238-18G/735-23-ODU-1(RTNRF-1)","Weweldeniya-GM0053-18G/735-23-ODU-1(RTNRF-1)"
,
"Kelaniya-GM0027-18G/971-23-ODU-1(RTNRF-1)","Thambiligasmulla-GM0213-18G/971-23-ODU-1(RTNRF-1)"
,
"Kelaniya-GM0027-18G/971-24-ODU-1(RTNRF-1)","Thambiligasmulla-GM0213-18G/971-24-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-18G/1547-23-ODU-1(RTNRF-1)","Rathmalyaya_Airtel-PU0103-18G/1547-23-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-18G/1547-24-ODU-1(RTNRF-1)","Rathmalyaya_Airtel-PU0103-18G/1547-24-ODU-1(RTNRF-1)"
,
"Sewendana_Relocation-KU0393/P-18G/1831-23-ODU-1(RTNRF-1)","Narammala-KU0011-18G/1831-23-ODU-1(RTNRF-1)"
,
"Kapugoda_North-GM0423-23G/745-23-ODU-1(RTNRF-1)","Pugoda-GM0092-23G/745-23-ODU-1(RTNRF-1)"
,
"Mithirigala-GM0154-18G/781-23-ODU-1(RTNRF-1)","Pugoda-GM0092-18G/781-23-ODU-1(RTNRF-1)"
,
"Mithirigala-GM0154-18G/781-24-ODU-1(RTNRF-1)","Pugoda-GM0092-18G/781-24-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-15G/719-23-ODU-1(RTNRF-1)","Vankalai_SLN-MA0032-15G/719-23-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-15G/719-25-ODU-1(RTNRF-1)","Vankalai_SLN-MA0032-15G/719-25-ODU-1(RTNRF-1)"
,
"Kohuwala_South-CM0147-23G/1050-23-ODU-1(RTNRF-1)","Pepiliyana_Town-CM0573-23G/1050-23-ODU-1(RTNRF-1)"
,
"Kohuwala_South-CM0147-23G/1050-24-ODU-1(RTNRF-1)","Pepiliyana_Town-CM0573-23G/1050-24-ODU-1(RTNRF-1)"
,
"Danyawa-PO0036-15G/934-23-ODU-1(RTNRF-1)","Galamuna-PO0035-15G/934-23-ODU-1(RTNRF-1)"
,
"Degampathana-MT0014-18G/1558-23-ODU-1(RTNRF-1)","Sigiriya-MT0009-18G/1558-23-ODU-1(RTNRF-1)"
,
"Degampathana-MT0014-18G/1558-24-ODU-1(RTNRF-1)","Sigiriya-MT0009-18G/1558-24-ODU-1(RTNRF-1)"
,
"Miraniya_St_North-CM1061-26G/781-23-ODU-1(RTNRF-1)","Pettah_South-CM0591-26G/781-23-ODU-1(RTNRF-1)"
,
"Miraniya_St_North-CM1061-26G/781-24-ODU-1(RTNRF-1)","Pettah_South-CM0591-26G/781-24-ODU-1(RTNRF-1)"
,
"Imbulgoda_East-GM0305-23G/803-23-ODU-1(RTNRF-1)","Weliweriya-GM0052-23G/803-23-ODU-1(RTNRF-1)"
,
"Kodikamam-JA0052-18G/1170-23-ODU-1(RTNRF-1)","Sarasalai-JA0056-18G/1170-23-ODU-1(RTNRF-1)"
,
"Poonthoddam-VA0016-18G/1323-23-ODU-1(RTNRF-1)","Thekkanthoddam-VA0040-18G/1323-23-ODU-1(RTNRF-1)"
,
"Poonthoddam-VA0016-18G/1323-24-ODU-1(RTNRF-1)","Thekkanthoddam-VA0040-18G/1323-24-ODU-1(RTNRF-1)"
,
"Merchant_Tower_Ind-CM0736-23G/1063-23-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1063-23-ODU-1(RTNRF-1)"
,
"Merchant_Tower_Ind-CM0736-23G/1063-24-ODU-1(RTNRF-1)","Thursten-CM0174-23G/1063-24-ODU-1(RTNRF-1)"
,
"Angoda-CM0124-23G/1313-23-ODU-1(RTNRF-1)","Aggona_RT-CM0425-23G/1313-23-ODU-1(RTNRF-1)"
,
"Angoda-CM0124-23G/1313-24-ODU-1(RTNRF-1)","Aggona_RT-CM0425-23G/1313-24-ODU-1(RTNRF-1)"
,
"Attidiya-CM0125-23G/1305-23-ODU-1(RTNRF-1)","Kawdana-CM0146-23G/1305-23-ODU-1(RTNRF-1)"
,
"Attidiya-CM0125-23G/1305-24-ODU-1(RTNRF-1)","Kawdana-CM0146-23G/1305-24-ODU-1(RTNRF-1)"
,
"Galgamuwa-KU0096-18G/1798-23-ODU-1(RTNRF-1)","Galgamuwa_West_Mobitel-KU0355-18G/1798-23-ODU-1(RTNRF-1)"
,
"Silawathura_MTU-MA0018-7G/707-23-ODU-1(RTNRF-1)","Mannar-MA0004-7G/707-23-ODU-1(RTNRF-1)"
,
"Silawathura_MTU-MA0018-7G/707-24-ODU-1(RTNRF-1)","Mannar-MA0004-7G/707-24-ODU-1(RTNRF-1)"
,
"Ragama-GM0042-23G/1352-23-ODU-1(RTNRF-1)","Narigama_Suntel-GM0281-23G/1352-23-ODU-1(RTNRF-1)"
,
"Ragama-GM0042-23G/1352-24-ODU-1(RTNRF-1)","Narigama_Suntel-GM0281-23G/1352-24-ODU-1(RTNRF-1)"
,
"Ambanpola-KU0027-11G/449-23-ODU-1(RTNRF-1)","Kattambuwawa-KU0258-11G/449-23-ODU-1(RTNRF-1)"
,
"Medirigiya_Town-PO0008-11G/425-23-ODU-1(RTNRF-1)","Girithale_Dialog-PO0001-11G/425-23-ODU-1(RTNRF-1)"
,
"Medirigiya_Town-PO0008-11G/425-24-ODU-1(RTNRF-1)","Girithale_Dialog-PO0001-11G/425-24-ODU-1(RTNRF-1)"
,
"Hokandara_Juction_Dialog-CM1114-23G/1624-23-ODU-1(RTNRF-1)","Malambe_South_Dialog-CM0424-23G/1624-23-ODU-1(RTNRF-1)"
,
"Windsor_ Avenue-CM0878-26G/1353-23-ODU-1(RTNRF-1)","Quarry_Road-CM0096-26G/1353-23-ODU-1(RTNRF-1)"
,
"Windsor_ Avenue-CM0878-26G/1353-24-ODU-1(RTNRF-1)","Quarry_Road-CM0096-26G/1353-24-ODU-1(RTNRF-1)"
,
"Iranamadu_Dialog-KI0035-18G/1548-23-ODU-1(RTNRF-1)","MAS_Active_Vaanavil_IBS-KI0080-18G/1548-23-ODU-1(RTNRF-1)"
,
"Kanagarayankulam-VA0024-18G/1147-23-ODU-1(RTNRF-1)","Putuvilankulam-VA0060-18G/1147-23-ODU-1(RTNRF-1)"
,
