"Source1","Source2"
"Siripura-PO0061-18G/1634-23-ODU-1(RTNRF-1)","Dehiattakandiya_SUNTEL-AM0116-18G/1634-23-ODU-1(RTNRF-1)"
,
"Galagedara-KA0004-15G/559-23-ODU-1(RTNRF-1)","Muruthalawa-KA0038-15G/559-23-ODU-1(RTNRF-1)"
,
"Galagedara-KA0004-15G/559-24-ODU-1(RTNRF-1)","Muruthalawa-KA0038-15G/559-24-ODU-1(RTNRF-1)"
,
"Kurunduwatta-GM0191-23G/899-23-ODU-1(RTNRF-1)","Enderamulla-GM0009-23G/899-23-ODU-1(RTNRF-1)"
,
"Kurunduwatta-GM0191-23G/899-24-ODU-1(RTNRF-1)","Enderamulla-GM0009-23G/899-24-ODU-1(RTNRF-1)"
,
"Hemson_Ind-CM0389-23G/1483-23-ODU-1(RTNRF-1)","Pettah-CM0161-23G/1483-23-ODU-1(RTNRF-1)"
,
"Hemson_Ind-CM0389-23G/1483-24-ODU-1(RTNRF-1)","Pettah-CM0161-23G/1483-24-ODU-1(RTNRF-1)"
,
"Bulugahawadiya-GM0283-18G/1416-23-ODU-1(RTNRF-1)","Negombo-GM0037-18G/1416-23-ODU-1(RTNRF-1)"
,
"Bulugahawadiya-GM0283-18G/1416-24-ODU-1(RTNRF-1)","Negombo-GM0037-18G/1416-24-ODU-1(RTNRF-1)"
,
"Boyagane-KU0158-18G/1816-23-ODU-1(RTNRF-1)","Dangaspitiya_Zone-KU0315-18G/1816-23-ODU-1(RTNRF-1)"
,
"Sewanapitiya-PO0090-18G/1872-23-ODU-1(RTNRF-1)","Mutugalla Airtel-PO0125-18G/1872-23-ODU-1(RTNRF-1)"
,
"Sewanapitiya-PO0090-18G/1872-24-ODU-1(RTNRF-1)","Mutugalla Airtel-PO0125-18G/1872-24-ODU-1(RTNRF-1)"
,
"Koskandawala-GM0230-18G/1604-23-ODU-1(RTNRF-1)","Yakkala-GM0054-18G/1604-23-ODU-1(RTNRF-1)"
,
"Koskandawala-GM0230-18G/1604-24-ODU-1(RTNRF-1)","Yakkala-GM0054-18G/1604-24-ODU-1(RTNRF-1)"
,
"Kayts_Dialog-JA0060-23G/767-23-ODU-1(RTNRF-1)","Kayts_Town_Airtel-JA0118-23G/767-23-ODU-1(RTNRF-1)"
,
"Dias_Place-CM0594-26G/1291-23-ODU-1(RTNRF-1)","Pettah_South-CM0591-26G/1291-23-ODU-1(RTNRF-1)"
,
"Kelaniya_University-GM0564-23G/1454-23-ODU-1(RTNRF-1)","Kelaniya-GM0027-23G/1454-23-ODU-1(RTNRF-1)"
,
"Mahailluppallamma-AN0044-13G/946-23-ODU-1(RTNRF-1)","Ilhala_Bulnewa-AN0182-13G/946-23-ODU-1(RTNRF-1)"
,
"Heenetikumbura-CM0438-23G/595-23-ODU-1(RTNRF-1)","Welivita_West-CM0638-23G/595-23-ODU-1(RTNRF-1)"
,
"Horape-GM0252-23G/801-23-ODU-1(RTNRF-1)","Ragama-GM0042-23G/801-23-ODU-1(RTNRF-1)"
,
"Horape-GM0252-23G/801-24-ODU-1(RTNRF-1)","Ragama-GM0042-23G/801-24-ODU-1(RTNRF-1)"
,
"Hammillawa-AN0039-15G/870-23-ODU-1(RTNRF-1)","Morakewa-AN0040-15G/870-23-ODU-1(RTNRF-1)"
,
"Karagahamuna_Etisalat-GM0282-23G/1544-23-ODU-1(RTNRF-1)","Kadawatha-GM0022-23G/1544-23-ODU-1(RTNRF-1)"
,
"Chulipuram_Dialog-JA0148-23G/1627-23-ODU-1(RTNRF-1)","Chankanai_Dialog-JA0010-23G/1627-23-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-15G/544-23-ODU-1(RTNRF-1)","Anuradhapura_Hutch-AN0012-15G/544-23-ODU-1(RTNRF-1)"
,
"Aluthoya-PO0018-13G/934-23-ODU-1(RTNRF-1)","Rotawewa-PO0039-13G/934-23-ODU-1(RTNRF-1)"
,
"Jaffna_N-JA0039-26G/1327-23-ODU-1(RTNRF-1)","Jaffna_Town-JA0037-26G/1327-23-ODU-1(RTNRF-1)"
,
"Katana_Kandawala-GM0080-18G/652-23-ODU-1(RTNRF-1)","Negombo-GM0037-18G/652-23-ODU-1(RTNRF-1)"
,
"Katana_Kandawala-GM0080-18G/652-24-ODU-1(RTNRF-1)","Negombo-GM0037-18G/652-24-ODU-1(RTNRF-1)"
,
"Elabadagama-KU0343-18G/1797-23-ODU-1(RTNRF-1)","Yakwila-KU0054-18G/1797-23-ODU-1(RTNRF-1)"
,
"Madampe-PU0008-18G/1318-23-ODU-1(RTNRF-1)","Thoduwawa-PU0057-18G/1318-23-ODU-1(RTNRF-1)"
,
"Madampe-PU0008-18G/1318-24-ODU-1(RTNRF-1)","Thoduwawa-PU0057-18G/1318-24-ODU-1(RTNRF-1)"
,
"Poovarasankulam_Nrth-VA0046-15G/582-23-ODU-1(RTNRF-1)","Periyathampanai-MA0014-15G/582-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_SLT-PO0002-23G/909-23-ODU-1(RTNRF-1)","Polonnaruwa_DBN-PO0060-23G/909-23-ODU-1(RTNRF-1)"
,
"Medawachchiya_Dialog-AN0025-15G/882-23-ODU-1(RTNRF-1)","Kirigollewa-AN0052-15G/882-23-ODU-1(RTNRF-1)"
,
"Rannungala-KL0080-18G/968-23-ODU-1(RTNRF-1)","Kalutara_East-KL0029-18G/968-23-ODU-1(RTNRF-1)"
,
"Rannungala-KL0080-18G/968-24-ODU-1(RTNRF-1)","Kalutara_East-KL0029-18G/968-24-ODU-1(RTNRF-1)"
,
"Maeliya-KU0106-15G/897-23-ODU-1(RTNRF-1)","Madahapola-KU0223-15G/897-23-ODU-1(RTNRF-1)"
,
"Dhammarama_Rd-CM0232-26G/1283-23-ODU-1(RTNRF-1)","Meewella-CM0154-26G/1283-23-ODU-1(RTNRF-1)"
,
"Dhammarama_Rd-CM0232-26G/1283-24-ODU-1(RTNRF-1)","Meewella-CM0154-26G/1283-24-ODU-1(RTNRF-1)"
,
"Kala Traders-CM0260-26G/1424-23-ODU-1(RTNRF-1)","Sahaspura_Flat-CM1297-26G/1424-23-ODU-1(RTNRF-1)"
,
"Pothuhera-KU0025-15G/619-23-ODU-1(RTNRF-1)","Uhumeeya_Etisalat-KU0246-15G/619-23-ODU-1(RTNRF-1)"
,
"Pothuhera-KU0025-15G/619-24-ODU-1(RTNRF-1)","Uhumeeya_Etisalat-KU0246-15G/619-24-ODU-1(RTNRF-1)"
,
"Kurruppu_Road-CM0521-23G/832-23-ODU-1(RTNRF-1)","Rajagiriya-CM0162-23G/832-23-ODU-1(RTNRF-1)"
,
"Kurruppu_Road-CM0521-23G/832-24-ODU-1(RTNRF-1)","Rajagiriya-CM0162-23G/832-24-ODU-1(RTNRF-1)"
,
"Mawaramandiya-GM0034-18G/1777-23-ODU-1(RTNRF-1)","Meegahawatta-GM0683-18G/1777-23-ODU-1(RTNRF-1)"
,
"Valachchena_Town-BA0042-23G/1602-23-ODU-1(RTNRF-1)","Oddamawadi-BA0007-23G/1602-23-ODU-1(RTNRF-1)"
,
"Tiriyai_Dialog-TR0038-7G/715-23-ODU-1(RTNRF-1)","Gomarankadawala-TR0042-7G/715-23-ODU-1(RTNRF-1)"
,
"Tiriyai_Dialog-TR0038-7G/715-24-ODU-1(RTNRF-1)","Gomarankadawala-TR0042-7G/715-24-ODU-1(RTNRF-1)"
,
"Kachchai-JA0091-18G/1138-23-ODU-1(RTNRF-1)","Kodikamam-JA0052-18G/1138-23-ODU-1(RTNRF-1)"
,
"Kachchai-JA0091-18G/1138-24-ODU-1(RTNRF-1)","Kodikamam-JA0052-18G/1138-24-ODU-1(RTNRF-1)"
,
"Girithale-PO0001-15G/740-23-ODU-1(RTNRF-1)","Jayanthipura-PO0006-15G/740-23-ODU-1(RTNRF-1)"
,
"Girithale-PO0001-15G/740-25-ODU-1(RTNRF-1)","Jayanthipura-PO0006-15G/740-25-ODU-1(RTNRF-1)"
,
"Lakshauyana-PO0024-13G/572-23-ODU-1(RTNRF-1)","Thambala-PO0031-13G/572-23-ODU-1(RTNRF-1)"
,
"Galkulama_Dialog-AN0023-18G/1862-23-ODU-1(RTNRF-1)","Mihinthale_South-AN0089-18G/1862-23-ODU-1(RTNRF-1)"
,
"Kodikamam-JA0052-18G/1169-23-ODU-1(RTNRF-1)","Meesalai-JA0051-18G/1169-23-ODU-1(RTNRF-1)"
,
"Kodikamam-JA0052-18G/1169-24-ODU-1(RTNRF-1)","Meesalai-JA0051-18G/1169-24-ODU-1(RTNRF-1)"
,
"Polonnaruwa_North-PO0046-13G/516-23-ODU-1(RTNRF-1)","Onegama-PO0047-13G/516-23-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-18G/1302-23-ODU-1(RTNRF-1)","Mannar_SLT-MA0001-18G/1302-23-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-18G/1302-24-ODU-1(RTNRF-1)","Mannar_SLT-MA0001-18G/1302-24-ODU-1(RTNRF-1)"
,
"Bamunotuwa-KU0102-18G/1803-23-ODU-1(RTNRF-1)","Maspotha_West-KU0342-18G/1803-23-ODU-1(RTNRF-1)"
,
"Galkadawala_Dialog-AN0064-15G/1002-23-ODU-1(RTNRF-1)","Gambirisgaswewa_Etisalat-AN0134-15G/1002-23-ODU-1(RTNRF-1)"
,
"Muhamalai_South-JA0092-15G/685-23-ODU-1(RTNRF-1)","Kodikamam-JA0052-15G/685-23-ODU-1(RTNRF-1)"
,
"Muhamalai_South-JA0092-15G/685-25-ODU-1(RTNRF-1)","Kodikamam-JA0052-15G/685-25-ODU-1(RTNRF-1)"
,
"Galgamuwa_DTL-KU0096-18G/1890-23-ODU-1(RTNRF-1)","Galgamuwa_East_Mobitel-KU0356-18G/1890-23-ODU-1(RTNRF-1)"
,
"Taulpadu_Mobitel-MA0040-15G/680-23-ODU-1(RTNRF-1)","Mannar_Dialog(Thallady)-MA0004-15G/680-23-ODU-1(RTNRF-1)"
,
"Taulpadu_Mobitel-MA0040-15G/680-24-ODU-1(RTNRF-1)","Mannar_Dialog(Thallady)-MA0004-15G/680-24-ODU-1(RTNRF-1)"
,
"Pambala-PU0080-18G/1532-23-ODU-1(RTNRF-1)","Manakkulama-PU0091-18G/1532-23-ODU-1(RTNRF-1)"
,
"Mallawapitya-KU0059-23G/1694-23-ODU-1(RTNRF-1)","Uyandana-KU0283-23G/1694-23-ODU-1(RTNRF-1)"
,
"Bamungama_Mobitel-KU0168-18G/1800-23-ODU-1(RTNRF-1)","Padeniya-KU0024-18G/1800-23-ODU-1(RTNRF-1)"
,
"Kadawatha-GM0022-23G/912-23-ODU-1(RTNRF-1)","Mahara_North-GM0162-23G/912-23-ODU-1(RTNRF-1)"
,
"Kadawatha-GM0022-23G/912-24-ODU-1(RTNRF-1)","Mahara_North-GM0162-23G/912-24-ODU-1(RTNRF-1)"
,
"De_Fonseka_Rd-CM0410-26G/1261-23-ODU-1(RTNRF-1)","Thummulla_South-CM0322-26G/1261-23-ODU-1(RTNRF-1)"
,
"Dambadeniya-KU0018-18G/1414-23-ODU-1(RTNRF-1)","Wettewa-KU0143-18G/1414-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1242-23-ODU-1(RTNRF-1)","Narahenpita_West-CM0328-18G/1242-23-ODU-1(RTNRF-1)"
,
"Kala_Traders-CM0260-18G/1242-24-ODU-1(RTNRF-1)","Narahenpita_West-CM0328-18G/1242-24-ODU-1(RTNRF-1)"
,
"Seeduwa-GM0043-26G/812-23-ODU-1(RTNRF-1)","Airport_Garden_Ind-GM0353-26G/812-23-ODU-1(RTNRF-1)"
,
"Seeduwa-GM0043-26G/812-24-ODU-1(RTNRF-1)","Airport_Garden_Ind-GM0353-26G/812-24-ODU-1(RTNRF-1)"
,
"Habarana-AN0006-18G/1630-23-ODU-1(RTNRF-1)","Palugaswewa-AN0043-18G/1630-23-ODU-1(RTNRF-1)"
,
"Kanakarayankulam-VA0024-7G/701-23-ODU-1(RTNRF-1)","Oddusudan-MU0022-7G/701-23-ODU-1(RTNRF-1)"
,
"Kanakarayankulam-VA0024-7G/701-24-ODU-1(RTNRF-1)","Oddusudan-MU0022-7G/701-24-ODU-1(RTNRF-1)"
,
"Biyagama-GM0005-18G/1356-23-ODU-1(RTNRF-1)","Mapitigama-GM0150-18G/1356-23-ODU-1(RTNRF-1)"
,
"Biyagama-GM0005-18G/1356-24-ODU-1(RTNRF-1)","Mapitigama-GM0150-18G/1356-24-ODU-1(RTNRF-1)"
,
"Kanakarayamkulam-VA0024-11G/422-23-ODU-1(RTNRF-1)","Maruthodai-VA0022-11G/422-23-ODU-1(RTNRF-1)"
,
"Kanakarayamkulam-VA0024-11G/422-24-ODU-1(RTNRF-1)","Maruthodai-VA0022-11G/422-24-ODU-1(RTNRF-1)"
,
"Badagamuwa-KU0191-15G/797-23-ODU-1(RTNRF-1)","Wellawa-KU0045-15G/797-23-ODU-1(RTNRF-1)"
,
"Sooriyapura-TR0031-13G/464-23-ODU-1(RTNRF-1)","Agbopura-TR0023-13G/464-23-ODU-1(RTNRF-1)"
,
"Inamaluwa-MT0006-18G/1447-23-ODU-1(RTNRF-1)","Kandalama-MT0003-18G/1447-23-ODU-1(RTNRF-1)"
,
"Inamaluwa-MT0006-18G/1447-25-ODU-1(RTNRF-1)","Kandalama-MT0003-18G/1447-25-ODU-1(RTNRF-1)"
,
"Hettipola-KU0004-18G/894-23-ODU-1(RTNRF-1)","Munamaldeniya-KU0051-18G/894-23-ODU-1(RTNRF-1)"
,
"Hettipola-KU0004-18G/894-24-ODU-1(RTNRF-1)","Munamaldeniya-KU0051-18G/894-24-ODU-1(RTNRF-1)"
,
"Pannawa_Mobitel-KU0321-18G/1789-23-ODU-1(RTNRF-1)","Withikuliya-KU0040-18G/1789-23-ODU-1(RTNRF-1)"
,
"Pannawa_Mobitel-KU0321-18G/1789-24-ODU-1(RTNRF-1)","Withikuliya-KU0040-18G/1789-24-ODU-1(RTNRF-1)"
,
"Delkanda_RT-CM0015-23G/1301-23-ODU-1(RTNRF-1)","Udahamulla-CM0115-23G/1301-23-ODU-1(RTNRF-1)"
,
"Delkanda_RT-CM0015-23G/1301-24-ODU-1(RTNRF-1)","Udahamulla-CM0115-23G/1301-24-ODU-1(RTNRF-1)"
,
"Oddusudan-MU0022-13G/990-23-ODU-1(RTNRF-1)","Thanduvan-VA0035-13G/990-23-ODU-1(RTNRF-1)"
,
"Bingiriya-KU0001-18G/1889-23-ODU-1(RTNRF-1)","Horagasagara-KU0252-18G/1889-23-ODU-1(RTNRF-1)"
,
"Daraluwa-KU0149-18G/1524-23-ODU-1(RTNRF-1)","Yakwila-KU0054-18G/1524-23-ODU-1(RTNRF-1)"
,
"Mulathive_SLT-MU0005-13G/814-23-ODU-1(RTNRF-1)","Kumulamunai-MU0034-13G/814-23-ODU-1(RTNRF-1)"
,
"Mulathive_SLT-MU0005-13G/814-24-ODU-1(RTNRF-1)","Kumulamunai-MU0034-13G/814-24-ODU-1(RTNRF-1)"
,
"ERUKKALAMPIDDI_DIALOG-MA0029-18G/1722-23-ODU-1(RTNRF-1)","ERUKKALAMPIDDI_NORTH-MA0041-18G/1722-23-ODU-1(RTNRF-1)"
,
"Kinniya_N-TR0117-26G/1347-23-ODU-1(RTNRF-1)","Kinniya-TR0009-26G/1347-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_DBN-PO0060-13G/571-23-ODU-1(RTNRF-1)","Manampitiya-PO0021-13G/571-23-ODU-1(RTNRF-1)"
,
"Attidiya-CM0125-23G/716-23-ODU-1(RTNRF-1)","Nedimala_South-CM0344-23G/716-23-ODU-1(RTNRF-1)"
,
"Attidiya-CM0125-23G/716-24-ODU-1(RTNRF-1)","Nedimala_South-CM0344-23G/716-24-ODU-1(Replaced on  04/12/2014)"
,
"Kanagarayankulam-VA0024-13G/786-23-ODU-1(RTNRF-1)","Nainamadu-VA0047-13G/786-23-ODU-1(RTNRF-1)"
,
"Asiri_Central_Ind-CM0770-23G/775-23-ODU-1(RTNRF-1)","Kala_Traders-CM0260-23G/775-23-ODU-1(RTNRF-1)"
,
"Asiri_Central_Ind-CM0770-23G/775-24-ODU-1(RTNRF-1)","Kala_Traders-CM0260-23G/775-24-ODU-1(RTNRF-1)"
,
"Kinigama-GM0234-18G/620-23-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/620-23-ODU-1(RTNRF-1)"
,
"Kinigama-GM0234-18G/620-24-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/620-24-ODU-1(RTNRF-1)"
,
"Buthpitiya-GM0149-18G/1359-23-ODU-1(RTNRF-1)","Wathurugama-GM0229-18G/1359-23-ODU-1(RTNRF-1)"
,
"Malkaduwawa-KU0058-18G/660-23-ODU-1(RTNRF-1)","Sandagala-KU0226-18G/660-23-ODU-1(RTNRF-1)"
,
"FTZ_South-GM0062-18G/1348-23-ODU-1(RTNRF-1)","Peellawatta-GM0117-18G/1348-23-ODU-1(RTNRF-1)"
,
"FTZ_South-GM0062-18G/1348-25-ODU-1(RTNRF-1)","Peellawatta-GM0117-18G/1348-25-ODU-1(RTNRF-1)"
,
"Lahugala_DAP-AM0019-18G/1795-23-ODU-1(RTNRF-1)","Senagamuwa-AM0138-18G/1795-23-ODU-1(RTNRF-1)"
,
"Ussan-JA0002-18G/1157-23-ODU-1(RTNRF-1)","Kodikamam-JA0052-18G/1157-23-ODU-1(RTNRF-1)"
,
"Ussan-JA0002-18G/1157-24-ODU-1(RTNRF-1)","Kodikamam-JA0052-18G/1157-24-ODU-1(RTNRF-1)"
,
"Wadinagala-AM0024-7G/717-23-ODU-1(RTNRF-1)","Ampara_MTN-AM0008-7G/717-23-ODU-1(RTNRF-1)"
,
"Wadinagala-AM0024-7G/717-24-ODU-1(RTNRF-1)","Ampara_MTN-AM0008-7G/717-24-ODU-1(RTNRF-1)"
,
"Kekirawa_Dialog-AN0009-18G/1723-23-ODU-1(RTNRF-1)","Maha_Elagamuwa_Mobitel-AN0129-18G/1723-23-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-11G/288-23-ODU-1(RTNRF-1)","Pesalai_South-MA0039-11G/288-23-ODU-1(RTNRF-1)"
,
"Thalladi-MA0004-11G/288-24-ODU-1(RTNRF-1)","Pesalai_South-MA0039-11G/288-24-ODU-1(RTNRF-1)"
,
"Araly-JA0059-18G/1171-23-ODU-1(RTNRF-1)","Manipai-JA0005-18G/1171-23-ODU-1(RTNRF-1)"
,
"Araly-JA0059-18G/1171-24-ODU-1(RTNRF-1)","Manipai-JA0005-18G/1171-24-ODU-1(RTNRF-1)"
,
"Kaduwela_Town-CM0632-26G/1363-23-ODU-1(RTNRF-1)","Kaduwela DBN-CM0035-26G/1363-23-ODU-1(RTNRF-1)"
,
"Ottappuwa-AN0055-15G/879-23-ODU-1(RTNRF-1)","Pahala_Halmillewa-AN0056-15G/879-23-ODU-1(RTNRF-1)"
,
"Bingiriya-KU0001-18G/1663-23-ODU-1(RTNRF-1)","Bingiriya_East-KU0087-18G/1663-23-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-11G/381-23-ODU-1(RTNRF-1)","Thalawila-PU0022-11G/381-23-ODU-1(RTNRF-1)"
,
"Puttalam_East-PU0027-11G/381-25-ODU-1(RTNRF-1)","Thalawila-PU0022-11G/381-25-ODU-1(RTNRF-1)"
,
"Narahenpita_East-CM0327-26G/1371-23-ODU-1(RTNRF-1)","Polhengoda_Dialog(Relocation)-CM0445-26G/1371-23-ODU-1(RTNRF-1)"
,
"Narahenpita_East-CM0327-26G/1371-24-ODU-1(RTNRF-1)","Polhengoda_Dialog(Relocation)-CM0445-26G/1371-24-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-15G/707-23-ODU-1(RTNRF-1)","Galkadawala-AN0064-15G/707-23-ODU-1(RTNRF-1)"
,
"Anuradhapura_MTT-AN0013-15G/707-25-ODU-1(RTNRF-1)","Galkadawala-AN0064-15G/707-25-ODU-1(RTNRF-1)"
,
"Thorana_Jn-GM0045-26G/601-23-ODU-1(RTNRF-1)","Dalugamgoda-GM0372-26G/601-23-ODU-1(RTNRF-1)"
,
"DBN_Office_Ind-CM0426-26G/807-23-ODU-1(RTNRF-1)","Chamber_of_Comm_Ind-CM0771-26G/807-23-ODU-1(RTNRF-1)"
,
"DBN_Office_Ind-CM0426-26G/807-24-ODU-1(RTNRF-1)","Chamber_of_Comm_Ind-CM0771-26G/807-24-ODU-1(RTNRF-1)"
,
"Nikawatta_landa-PO0099-15G/948-23-ODU-1(RTNRF-1)","Dehiaththakandiya-AM0116-15G/948-23-ODU-1(RTNRF-1)"
,
"Aluthwewa-MT0042-15G/829-23-ODU-1(RTNRF-1)","Makulugaswewa-MT0032-15G/829-23-ODU-1(RTNRF-1)"
,
"Kolonnawa_Town-CM0633-26G/690-23-ODU-1(RTNRF-1)","Kolonnawa-CM0050-26G/690-23-ODU-1(RTNRF-1)"
,
"Kolonnawa_Town-CM0633-26G/690-24-ODU-1(RTNRF-1)","Kolonnawa-CM0050-26G/690-24-ODU-1(RTNRF-1)"
,
"Imbulgoda-GM0017-23G/1463-23-ODU-1(RTNRF-1)","Katuwalamulla-GM0257-23G/1463-23-ODU-1(RTNRF-1)"
,
"Imbulgoda-GM0017-23G/1463-24-ODU-1(RTNRF-1)","Katuwalamulla-GM0257-23G/1463-24-ODU-1(RTNRF-1)"
,
"Sevanapitiya-PO0090-13G/925-23-ODU-1(RTNRF-1)","Vijayabapura_Mobitel-PO0051-13G/925-23-ODU-1(RTNRF-1)"
,
"Dangassewa-PU0182-18G/1921-23-ODU-1(RTNRF-1)","Kottukachchiya-PU0033-18G/1921-23-ODU-1(RTNRF-1)"
,
"Dangassewa-PU0182-18G/1921-25-ODU-1(RTNRF-1)","Kottukachchiya-PU0033-18G/1921-25-ODU-1(RTNRF-1)"
,
"Dematapitiya-PU0038-23G/1574-23-ODU-1(RTNRF-1)","Sirigampola-PU0171-23G/1574-23-ODU-1(RTNRF-1)"
,
"Jayasumanarama_Airtel-CM0883-23G/924-23-ODU-1(RTNRF-1)","Ratmalana-CM0165-23G/924-23-ODU-1(RTNRF-1)"
,
"Jayasumanarama_Airtel-CM0883-23G/924-24-ODU-1(RTNRF-1)","Ratmalana-CM0165-23G/924-24-ODU-1(RTNRF-1)"
,
"Srawasthipura-AN0140-18G/1224-23-ODU-1(RTNRF-1)","Pandulagama-AN0020-18G/1224-23-ODU-1(RTNRF-1)"
,
"Srawasthipura-AN0140-18G/1224-24-ODU-1(RTNRF-1)","Pandulagama-AN0020-18G/1224-24-ODU-1(RTNRF-1)"
,
"Colombuthurai-JA0147-18G/1684-23-ODU-1(RTNRF-1)","Nallur_North-JA0097-18G/1684-23-ODU-1(RTNRF-1)"
,
"Colombuthurai-JA0147-18G/1684-24-ODU-1(RTNRF-1)","Nallur_North-JA0097-18G/1684-24-ODU-1(RTNRF-1)"
,
"Himbutana_West-CM0586-26G/1185-23-ODU-1(RTNRF-1)","Angoda-CM0124-26G/1185-23-ODU-1(RTNRF-1)"
,
"Himbutana_West-CM0586-26G/1185-24-ODU-1(RTNRF-1)","Angoda-CM0124-26G/1185-24-ODU-1(RTNRF-1)"
,
"Maligakanda-CM0059-26G/1405-23-ODU-1(RTNRF-1)","Maradana_Station-CM1360/P-26G/1405-23-ODU-1(RTNRF-1)"
,
"Kobeigane-KU0035-15G/898-23-ODU-1(RTNRF-1)","Hettipola_North-KU0100-15G/898-23-ODU-1(RTNRF-1)"
,
"Etawiragollewa-AN0168-13G/543-23-ODU-1(RTNRF-1)","Punewa-AN0029-13G/543-23-ODU-1(RTNRF-1)"
,
"Thirunalveli-JA0015-23G/1032-23-ODU-1(RTNRF-1)","Nallur_North-JA0097-23G/1032-23-ODU-1(RTNRF-1)"
,
"Thirunalveli-JA0015-23G/1032-24-ODU-1(RTNRF-1)","Nallur_North-JA0097-23G/1032-24-ODU-1(RTNRF-1)"
,
"Uppuweli_Dialog-TR0018-18G/1322-23-ODU-1(RTNRF-1)","Sambalthivu-TR0027-18G/1322-23-ODU-1(RTNRF-1)"
,
"Uppuweli_Dialog-TR0018-18G/1322-24-ODU-1(RTNRF-1)","Sambalthivu-TR0027-18G/1322-24-ODU-1(RTNRF-1)"
,
"Kandalama_Hotel_Ind-MT0085-23G/948-23-ODU-1(RTNRF-1)","Kandalama-MT0003-23G/948-23-ODU-1(RTNRF-1)"
,
"Pelwehera_Reloc-MT0129-18G/1766-23-ODU-1(RTNRF-1)","Inamaluwa-MT0006-18G/1766-23-ODU-1(RTNRF-1)"
,
"Punewa-AN0029-15G/594-23-ODU-1(RTNRF-1)","Katkulam-VA0021-15G/594-23-ODU-1(RTNRF-1)"
,
"Kahatagasdigili_Town-AN0014-15G/877-23-ODU-1(RTNRF-1)","Konwewa-AN0071-15G/877-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_DBN-PO0060-15G/742-23-ODU-1(RTNRF-1)","Laksha_Uyana-PO0024-15G/742-23-ODU-1(RTNRF-1)"
,
"Polonnaruwa_DBN-PO0060-15G/742-25-ODU-1(RTNRF-1)","Laksha_Uyana-PO0024-15G/742-25-ODU-1(RTNRF-1)"
,
"Minuwangoda-GM0035-23G/1705-23-ODU-1(RTNRF-1)","Minuwangoda_Hutch-GM0556-23G/1705-23-ODU-1(RTNRF-1)"
,
"Angampitiya-PU0078-23G/1632-23-ODU-1(RTNRF-1)","Ranweli_Hotel_Waikkala-PU0151-23G/1632-23-ODU-1(RTNRF-1)"
,
"Angampitiya-PU0078-23G/1632-24-ODU-1(RTNRF-1)","Ranweli_Hotel_Waikkala-PU0151-23G/1632-24-ODU-1(RTNRF-1)"
,
"Negombo_SLT-GM0038-23G/672-23-ODU-1(RTNRF-1)","Negombo-GM0037-23G/672-23-ODU-1(RTNRF-1)"
,
"Negombo_SLT-GM0038-23G/672-24-ODU-1(RTNRF-1)","Negombo-GM0037-23G/672-24-ODU-1(RTNRF-1)"
,
"Mattakkuliya-CM0063-26G/1176-23-ODU-1(RTNRF-1)","Modara_St-CM0464-26G/1176-23-ODU-1(RTNRF-1)"
,
"Mattakkuliya-CM0063-26G/1176-24-ODU-1(RTNRF-1)","Modara_St-CM0464-26G/1176-24-ODU-1(RTNRF-1)"
,
"Radagama-KU0354-13G/967-23-ODU-1(RTNRF-1)","Thambuttegama-AN0011-13G/967-23-ODU-1(RTNRF-1)"
,
"Kolonnawa_East-CM0794-23G/765-23-ODU-1(RTNRF-1)","Kotikawatta-CM0053-23G/765-23-ODU-1(RTNRF-1)"
,
"Kolonnawa_East-CM0794-23G/765-24-ODU-1(RTNRF-1)","Kotikawatta-CM0053-23G/765-24-ODU-1(RTNRF-1)"
,
"Kobeigane-KU0035-13G/821-23-ODU-1(RTNRF-1)","Rambawewa-KU0048-13G/821-23-ODU-1(RTNRF-1)"
,
"Kobeigane-KU0035-13G/821-24-ODU-1(RTNRF-1)","Rambawewa-KU0048-13G/821-24-ODU-1(RTNRF-1)"
,
"Petiniyarmakilankulm-VA0011-13G/631-23-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-13G/631-23-ODU-1(RTNRF-1)"
,
"Petiniyarmakilankulm-VA0011-13G/631-24-ODU-1(RTNRF-1)","Irattaperiyakulama_Dialog-VA0072-13G/631-24-ODU-1(RTNRF-1)"
,
"Periyathampanai-MA0014-13G/880-23-ODU-1(RTNRF-1)","Vellankulam_SLA-VA0034-13G/880-23-ODU-1(RTNRF-1)"
,
"Mallawapitiya-KU0059-15G/896-23-ODU-1(RTNRF-1)","Katupitiya-KU0060-15G/896-23-ODU-1(RTNRF-1)"
,
