Site ID,Suntel ID,Site Name,Site Address,District,Province,Latitude-x,Longitude-x,Latitude,Longitude
KL0031,,Govinna Dialog,"Frocester Estate, Govinna",Kaluthara,Western,6-39-24,80-8-2,6.656667,80.133889
NU0025,,Grand Hotel IBS,"The Nuwara Eliya Hotels Company PLC, Nuwaraeliya.",NuwaraEliya,Central,6-58-6,80-45-53,6.968333,80.764722
CM0766,,Grand Hyatt Hotel Colombo,"Hyatt Residancies, No-116, Gall Road Colombo-03",Colombo,Western,6-54-57,79-50-52,6.915804,79.847676
KA0286,,Grand kandian Hotel IBS,"No-89/10, Lady Gorderns Drive, Kandy",Kandy,Central,7-18-13,80-38-12,7.3037,80.636803
CM0769,,Grand Oriantal Hotel IBS,"No 2, York Street, Colombo 01.",Colombo,Western,6-56-15,79-50-42,6.93747,79.845
CM0027,,Grandpass Dialog,"265, Layards Broadway, Col-13",Colombo,Western,6-56-46,79-52-12,6.94608,79.8699
XX0054,,Grandpass Lanka Bell,"No.78,Mukthar plaza col-14",Colombo,Western,6-56-31,79-52-0,6.941944,79.866667
CM0028,,Grandpass North Dialog,"Thahirs (Pvt) Ltd. No.271, Nagalagam Street, Col-1",Colombo,Western,6-57-25,79-52-39,6.95681,79.8774
CM0519,,Grandpass South Dialog,"No-174, Britto Babapulle Place, Grandpass, Colombo",Colombo,Western,6-56-34,79-52-17,6.94283,79.8715
CM0458,,Green Lane Dialog,"No-60, Green Lane, Colombo-13.",Colombo,Western,6-56-40,79-51-49,6.94432,79.8635
CM0029,,Green Path Dialog,"No.72, Ananda Coomaraswamy Mw, Col-07",Colombo,Western,6-54-42,79-51-22,6.911667,79.856111
CM0440,,Greenland Avenue Dialog,"No. 154/1/A, Anderson Rd, Nedimala, Dehiwala",Colombo,Western,6-51-16,79-52-54,6.854444,79.881667
CM1217,,Greenpath South hutch,"No- 60/1, 28th Lane, Flower Road, Colombo-07.",Colombo,Western,6-54-35,79-51-23,6.909722,79.856389
CM0194,,Gregories Road Dialog,"Sri Sambodhi viharaya, Gregories Rd, Colombo-07",Colombo,Western,6-54-34,79-52-18,6.909444,79.871667
CM0276,,Gunananda Mawatha Dialog,"No-61/B, Collage street, Colombo-13",Colombo,Western,6-57-12,79-51-41,6.953333,79.861389
RA0170,,Gurubewila Dialog,"Gurubawila,Pinnawala.",Ratnapura,Sabaragamuwa,6-43-9,80-39-7,6.719167,80.651944
KA0059,,Gurudeniya Dialog,"Makulwatte Estate, Dabawela Road, Ampitiya.",Kandy,Central,7-15-49,80-40-13,7.26349,80.6702
KA0149,,Gurudeniya East Dialog,"Mount Paradise 02, Gurudeniya.",Kandy,Central,7-15-54,80-41-32,7.265,80.692222
KA0220,,Gurulupotha Etisalat,"Gurulupotha, Hasalaka.",Kandy,Central,7-20-51,80-55-33,7.3475,80.925833
BD0060,,Guruthalawa Dialog,"Pallegoda, Guruthalawa",Badulla,Uva,6-51-5,80-54-24,6.851389,80.906667
MT0102,,Guruwela Dialog,"Moragahakanda Block Office Area, New Guruwela.",Matale,Central,7-33-59,80-50-27,7.566389,80.840833
GA0068,KOG/001,Habaraduwa Hutch,"Polkanda, Habaraduwa.",Galle,Southern,6-0-2,80-18-9,6.00059,80.3024
CM0195,,Habarakada Mobitel,"Mobitel Tower, Habarakada",Colombo,Western,6-51-56,80-0-49,6.86543,80.0136
CM0616,,Habarakada North Airtel,"Kandabodawatta,Dadigamuwa.",Colombo,Western,6-53-45,80-1-22,6.895833,80.022778
AN0006,,Habarana Dialog,"Kekirawa Road, Habarana",Anuradapura,NorthCentral,8-2-27,80-45-14,8.04092,80.754
AN0209,HAB/001,Habarana Etisalat,,Anuradapura,NorthCentral,8-2-11,80-45-11,8.036389,80.753056
GA0071,,Haburugala Dialog,"278/A, Kajugaswatta, Ethungahagoda, Haburugala.",Galle,Southern,6-23-43,80-2-42,6.39518,80.045
GM0692,,Haggalla Mobitel,Mobitel tower athanagalla.,Gampaha,Western,7-7-43.6,80-7-33.7,7.128778,80.126028
BD0029,,Hakgala Dialog,"Elanya, Galahagama, Hakgala",Badulla,Uva,6-55-33,80-50-30,6.925833,80.841667
BD0111,,Hakgala South Dialog,Marginal 10G warwick Estate Ambewala,Badulla,Uva,6-53-12,80-49-30,6.886667,80.825
MR0121,HAK/001,Hakmana DBN,"Umangala Rajamaha Viharaya, Gangodagama, Amangalakanda, Hakmana",Matara,Southern,6-5-23,80-40-49,6.089722,80.680278
MR0009,,Hakmana Dialog,"Puwakgahahenawatte, Kebiliyapola, Matara",Matara,Southern,6-5-34,80-40-5,6.09281,80.668
MR0050,,Hakmana Town Hutch,"No 471B, Kongala, Hakmana",Matara,Southern,6-4-39,80-38-41,6.0775,80.644722
PU0041,,Haldanduwana Dialog,"Singhagiriya, Ginigalpola, Lunuwila",Puttlam,NorthWestern,7-19-52,79-53-20,7.331111,79.888889
BD0026,,Haldummulla Dialog,Kotugodella Pamula Pathana Halaluthenna,Badulla,Uva,6-45-37,80-52-60,6.760278,80.883333
BD0023,,Haliela Dialog,"Field No.01, North Division, Rokathenna Estate.",Badulla,Uva,6-57-6,81-1-42,6.951667,81.028333
KA0116,,Haliyadda Dialog,"75, Urapola, Pilimathalawa.",Kandy,Central,7-16-0,80-32-24,7.2668,80.5401
KA0102,,Halloluwa Dialog,"228/1, Narangaskumbura Rd, Pallemulla, Halloluwa",Kandy,Central,7-17-45,80-36-44,7.295833,80.612222
PU0056,,Halpanwila Dialog,"Rishini, Halpanwila, Marawila",Puttlam,NorthWestern,7-26-14,79-50-18,7.437222,79.838333
RA0067,,Halpe Airtel,"Airtel Tower,Temple Road,Thumbathenna,Halpe,Belihuloya.",Ratnapura,Sabaragamuwa,6-43-48,80-48-48,6.73009,80.8133
GA0117,,Halvitigala Mobitel,"Mobitel Tower, Sirisevana, Piyawara 2, Halvitigala Janapadaya, Galle",Galle,Southern,6-18-55,80-22-15,6.315278,80.370833
KU0180,,Hamannapahuwa Dialog,"Hamannapahuwa, Nagollagoda",Kurunegala,NorthWestern,7-33-26,80-0-53,7.55721,80.0146
HA0036,,Hambanthota Dialog,"No.26, ""Korngaha watta"" New Road, Hambanthota.",Hambantota,Southern,6-7-31,81-7-9,6.12524,81.1192
HA0122,HAM/001,Hambantota Etisalat,"Sri Dharmarama Viharaya, Tissa Road, Hambantota",Hambantota,Southern,6-7-59,81-7-39,6.133056,81.1275
HA0003,,Hambantota SLT,"SLT Premises, Hambantota",Hambantota,Southern,6-7-50,81-7-30,6.130442,81.125039
HA0055,,Hambantota Town Dialog,Hambanthota.,Hambantota,Southern,6-7-37,81-7-32,6.126944,81.125556
MO0027,,Hambegamuwa LankaBell,"Kothalawala Niwasa, Hambegamuwa",Monaragala,Uva,6-32-15,80-56-42,6.53737,80.9451
CM0403,,Hameedias Dialog,"No.353A, R. A. De Mel, Mw, Col-3",Colombo,Western,6-54-19,79-51-14,6.905278,79.853769
AN0039,,Hammillawa Dialog,"Kekirawa Junction, Kahatagasdigiliya",Anuradapura,NorthCentral,8-27-56,80-43-59,8.465556,80.733056
CM0379,,Hampdon Lane Dialog,"No-4. 55th Lane, Colombo 06.",Colombo,Western,6-52-28,79-51-57,6.874444,79.865833
GM0015,,Handala Dialog,"Elakanda road , Handala, Wattala.",Gampaha,Western,6-59-52,79-53-10,6.9977,79.886
MO0022,,Handapanagala Dialog,"S.N.R. Traders, Infront of Cocount nersery, Hapapa",Monaragala,Uva,6-39-28,81-7-0,6.6578,81.1168
KL0074,,Handapangoda Etisalat,"No-313/B, Temple Junction, Handapanagoda.",Kaluthara,Western,6-47-8,80-8-47,6.7856,80.1464
KL0201,,Handapangoda Mobitel Relocation,"Mobitel tower,Hadapangoda.",Kaluthara,Western,6-47-3,80-8-54,6.78422,80.14831
KA0103,,Handessa Dialog,"64/3/1, Nikanga, Handessa",Kandy,Central,7-14-12,80-34-28,7.2367,80.5745
MT0080,,Handungamuwa Etisalat,"No-161, Ist Canal, Handungamuwa.",Matale,Central,7-37-4,80-55-38,7.61776,80.9271
KL0073,,Handunpelpola Dialog,"No-233, Kudauduwa, Horana.",Kaluthara,Western,6-45-58,80-4-43,6.766,80.0786
GM0276,,Handurumulla Dialog,"57/13, Medikele watta, Meerigama.",Gampaha,Western,7-13-31,80-7-10,7.225278,80.119444
GM0287,,Hangawatta Dialog,"No-116, Rassapana, Banduragoda, Divulapitiya",Gampaha,Western,7-14-25,80-2-37,7.24028,80.0436
BD0110,,Hangiliella Etisalat,"Kahatapitiya Estate, Imbulgashinna Rd, Kahatapitiya, Dehiwinna.",Badulla,Uva,6-55-10,80-56-55,6.919444,80.948611
NU0007,,Hanguranketha Dialog,"Labuhena, Janapadaya, Poramadulla, Rikilagaskada",NuwaraEliya,Central,7-8-43,80-46-39,7.145278,80.7775
NU0068,,Hanguranketha Etisalat,"Bogahawatte, Aragama, Haguranketha.",NuwaraEliya,Central,7-11-7,80-46-31,7.185278,80.775278
KA0044,,Hantana scheme Dialog,"Hanthana Scheme, Hanthana",Kandy,Central,7-14-40,80-38-15,7.2445,80.63757
KA0008,KAY/010,Hanthana DBN,"Suntel Switch , Richmond Hill Estate, Hantana",Kandy,Central,7-16-39,80-37-33,7.2775,80.625833
KA9000,,Hanthana Dialog,"Dialog Tower,Hanthana.",Kandy,Central,7-15-22,80-37-43,7.256111,80.628611
KA0205,KAY/012,Hanthana Etisalat,"Hantane Hill Top, Hantane",Kandy,Central,7-15-31,80-37-47,7.258611,80.629722
KA0197,,Hanthana Hutch,"Richmond Hill,Hanthana.",Kandy,Central,7-16-35,80-22-32,7.276389,80.375556
KA0007,,Hanthana SLT,"SLT Tower, Hantana",Kandy,Central,7-15-32,80-37-45,7.258889,80.629167
GM0798,,Hanwella Dialog,"Gamini Farm, Cross Road, Hanwella",Colombo,Western,6-54-44,80-4-58,6.912222,80.082778
GA0078,,Hapugala Dialog,"Rosewood watta, Hapugala",Galle,Southern,6-5-12,80-12-18,6.08664,80.205
KA0094,,Hapugaspitiya Dialog,"70A, Wewapitiya, Bowala, Gampola",Kandy,Central,7-10-53,80-33-19,7.18136,80.5553
NU0077,,Hapugasthalawa Dialog,,NuwaraEliya,Central,7-3-46,80-34-34,7.062778,80.576111
BD0030,,Hapugolla Mobitel,"katugadallapathana ,ambagasdowa",Badulla,Uva,6-56-4,80-53-11,6.934444,80.886389
BD0035,HAP/001,Haputale Etisalat,"Glenora Eatate, Haputhle",Badulla,Uva,6-46-1,80-56-25,6.766944,80.940278
BD0040,,Haputale Town Dialog,"No.29, Main Street, Haputhale",Badulla,Uva,6-46-6,80-57-36,6.768333,80.96
MT0097,,Hapuvida Dialog,"Ambala Watta,Ambalawatta Praja Wana Wagawa(Nukaliptas Cultivation),Hapuvida.",Matale,Central,7-26-34,80-38-51,7.442778,80.6475
KA0150,,Haragama Dialog,"No-51, Anuragama, Kapuliyadda",Kandy,Central,7-14-46,80-44-15,7.246111,80.7375
AM0069,,Harasgala Dialog,"No.19, Kuda Harasgala, Kakirihena, Mahaoya",Ampara,Eastern,7-29-15,81-19-37,7.48743,81.3269
GA0145,,Harumalgoda Etisalat,"Godaparagahawatta, Harumalgoda, Habaraduwa.",Galle,Southern,6-0-58,80-18-28,6.01621,80.3078
KA0048,HAS/001,Hasalaka Dialog,"1 Ela, Keenapelessa, Hasalaka",Kandy,Central,7-21-43,80-56-57,7.361944,80.949167
HA0044,,Hathagala Hutch,"""Sinhagiri"" Hathagala, Hungama",Hambantota,Southern,6-6-45,80-56-29,6.11241,80.9414
MR0142,,Hathamuna Dialog,"""Polarabe Watta""Mada Uyangoda,Hathamuna,Thihagoda",Matara,Southern,6-1-30.22,80-35-29.59,6.025061,80.591553
KA0049,,Hatharaliyadda Dialog,"Kathe Estate, Weligodapola, Hatharaliyadda",Kandy,Central,7-19-35,80-27-48,7.326389,80.463333
NU0002,HAT/001,Hatton DBN,"Yuillefield Peak, Erol Division, Yuillefield Estat,Hatton",NuwaraEliya,Central,6-54-38,80-36-1,6.910556,80.600278
NU0027,,Hatton Dialog,"Yuillefield Peak, Erol Division, Yuillefield Estat",NuwaraEliya,Central,6-54-38,80-36-1,6.910556,80.600278
NU0028,,Hatton North Dialog,"18, Main Street, Hatton",NuwaraEliya,Central,6-53-30,80-35-55,6.891667,80.598611
NU0029,,Hatton Town Dialog,"07, Dic oya Road, Hatton.",NuwaraEliya,Central,6-53-23,80-35-54,6.889722,80.598333
NU0063,,Hatton West Airtel,"AT Tower, Shanan Eastate, Watawala.",NuwaraEliya,Central,6-54-38,80-33-37,6.910556,80.560278
MT0084,,Hattota Amuna Mobitel,"Mobitel Tower, Wellawala Forest Renge, Hattota Amuna.",Matale,Central,7-36-28,80-49-15,7.60769,80.8207
CM1910,,Havelock Apartments IBS,"Havelock Apartments IBS , Colombo -06",Colombo,Western,6-52-58,79-52-11,6.882778,79.869722
CM0759E,,Havelock City Extension IBS,"Havelock City,No 324,Havelock Road,Colombo.",Colombo,Western,6-52-55,79-51-56,6.881944,79.865556
CM0759,,Havelock City IBS,"No-324, Havelock Road, Colombo 05",Colombo,Western,6-52-58,79-51-60,6.882778,79.866667
CM1146,COL/018,Havelock DBN [Lagodan],"302, Lagodan House, Havlock Road, Colombo-05",Colombo,Western,6-53-4,79-52-3,6.884444,79.8675
CM0140,,Havelock Dialog,"Landan House, 302, Havelock Road, Colombo 05",Colombo,Western,6-53-4,79-52-3,6.884444,79.8675
CM1504,,Havelock Relocation Airtel,"No-17, Park Road, Colombo-05",Colombo,Western,6-53-10,79-52-1,6.886101,79.86695
CM1180,COL/SLT-2,Havelock Town SLT,"SLT Tower, Havelock Town, Co.05",Colombo,Western,6-55-15,79-51-44,6.920833,79.862222
NU0030,,Hawa Eliya Dialog,"251,Udapussallawa Road, Hawaeliya, N'eliya",NuwaraEliya,Central,6-58-16,80-47-9,6.971111,80.785833
KL1001,,Hayleys MGT-Neboda Dialog,"Hayleys MGT, Narthupana Estate, -Neboda",Kaluthara,Western,6-37-25,80-4-44,6.623611,80.078889
CM0196,,Hedges Court Dialog,"No.32, Hedges Court, Col-10",Colombo,Western,6-55-19,79-52-0,6.922,79.8667
CM0764,,Hedges Court IBS,"No-18, Hedges Court, Colombo-10",Colombo,Western,6-55-18,79-51-54,6.92161,79.8649
KL0139,,Hedigalla Mobitel,"Mellagahivila,Hedigalla Colony.",Kaluthara,Western,6-28-32,80-17-12,6.475556,80.286667
CM0412,,Hedigama Dialog,"No-117/E, Hedigama, Piliyandala.",Colombo,Western,6-47-25,79-54-57,6.79022,79.9159
GA0091,,Heenatigala Dialog,"""Godewatta"", Heenatigala, Talpe.",Galle,Southern,6-0-51,80-16-26,6.01417,80.2739
CM0438,,Heenatikumbura Dialog,"No-31/7, Heeenatikumbura, Thalanga North, Battaramulla",Colombo,Western,6-54-49,79-55-54,6.91367,79.9318
GM0184,,Heenatiyana Dialog,"No-91, Kalahawgoda, Minuwangoda.",Gampaha,Western,7-9-38,79-54-54,7.16053,79.9149
GM0538,BAG/001,Hekitta DBN,"Cliftex Industries, 18, Welimunna Rd, Hekitta, Wattala",Gampaha,Western,6-59-12,79-52-47,6.986667,79.879722
GM0016,,Hekitta Dialog,"No.18, Weli Amuna Road, Hekitta, Wattala",Gampaha,Western,6-59-13,79-52-48,6.986944,79.88
PU0134,,Hemas Factory IBS,"Heenbotiya Watta ,Bujjampola, Dankotuwa",Puttlam,NorthWestern,7-18-55,79-55-2,7.315278,79.917222
GM0354,,Hemas Hospital IBS,"337, Negombo Road, Wattala.",Gampaha,Western,6-59-24,79-53-33,6.98996,79.8924
CM1266,,Hemas Hospital Thalawgoda IBS,No 265 Galle Road Colombo 03,Colombo,Western,6-52-42,79-56-7,6.87834,79.9352
CM0704,,Hemas IBS,"No. 75, Braybrooke Place, Col-02",Colombo,Western,6-55-8,79-51-31,6.91876,79.8585
KE0033,,Hemmathagama Dialog,"Mawanella Road, Hemmathagama",Kegalle,Sabaragamuwa,7-10-34,80-30-0,7.17616,80.5001
CM0389,,Hemsons Building Dialog [Hemas Pettah],"Hemas Building, 30, Bristol Street, PO Box 911, Co",Colombo,Western,6-56-7,79-50-43,6.93523,79.8454
ICM0389,,Hemsons Building IBS,"Hemas Building, 30, Bristol Street, PO Box 911, Co",Colombo,Western,6-56-7,79-50-43,6.935278,79.845278
CM0830,,Henamulla Lane Dialog,"No.225/55, Ferguson Rd, Mattakkuliya, Colombo 15",Colombo,Western,6-57-47,79-52-30,6.96294,79.8749
MR0019,,Henegama Dialog,"Ismail Watta, Nimalawa, Kananke",Matara,Southern,6-2-38,80-26-22,6.04386,80.4394
KU0116,,Henegedara Etisalat,"Kenagaspitiya, Lokuhettiya",Kurunegala,NorthWestern,7-31-6,80-15-1,7.51833,80.2503
GM0185,,Henepola Dialog,"No-166, Lindara, Meerigama.",Gampaha,Western,7-12-23,80-7-45,7.20626,80.1293
RA0203,,Hennaggegoda Lanka bell,"Lankabell Tower,Halavinna,Godakawela.",Ratnapura,Sabaragamuwa,6-26-25,80-41-53,6.440278,80.698056
GA0129,,Heppumulla Dialog,"Pansal Watta, Ambalangoda",Galle,Southern,6-14-42,80-3-5,6.2449,80.0513
GA0124,,Heritance Ahungalla IBS,"Heritance Ahungalla, Galle Road, Ahungalla.",Galle,Southern,6-18-41,80-1-54,6.311389,80.031667
GM0573,,Heritance Negombo IBS,"Brown Beach Hotel,Negambo.",Gampaha,Western,7-14-5,79-50-27,7.234722,79.840833
KE0020,,Hettimulla Dialog,"Kankeeriya Watta, Hettimulla",Kegalle,Sabaragamuwa,7-13-5,80-21-41,7.21814,80.3614
KE0231,,Hettimulla South lankabell,"Lankabell Tower, Wadupola, Wathura.",Kegalle,Sabaragamuwa,7-10-44,80-23-5.99,7.178889,80.384997
KU0291,HET/001,Hettipola DBN,"Girithalana South, Hettipola",Kurunegala,NorthWestern,7-36-11,80-3-51,7.603056,80.064167
KU0004,,Hettipola Dialog,"Nimeshika farm house,Kurunegala Road,Hettipoola",Kurunegala,NorthWestern,7-36-22,80-4-59,7.60608,80.0831
KU0100,,Hettipola North Dialog,"Koongahamulla wattha, Madulla, Sunandapola, Kurunegala",Kurunegala,NorthWestern,7-38-27,80-3-57,7.64092,80.0658
CM0197,,Hettiyawatta Dialog [Set Mill],"256, Srimath Ramanadan  Mw, Col-15",Colombo,Western,6-57-9,79-51-30,6.9525,79.858333
CM0588,,Hewagama Dialog,"Galpottewatta, Vihara Mw, Hewagama, Kaduwela",Colombo,Western,6-55-54,79-58-27,6.931667,79.974167
NU0062,,Hewaheta Etisalat,"Janatha EstateDevelopment Board, Hewaheta.",NuwaraEliya,Central,7-6-39,80-46-8,7.110833,80.768889
HA0095/1,,HIA Indoor,"Mahinda Rajapaksha International Airport,Udamathala,Hambanthota.",Hambantota,Southern,6-17-29,81-7-19,6.291389,81.121944
IHA0093,,HICC IBS,Hambanthota international convention center siribopura hambanthota,Hambantota,Southern,6-9-26,81-7-18,6.157222,81.121667
RA0053,,Hidallana Mobitel,"Batuhena, Hidallana, Rathnapura.",Ratnapura,Sabaragamuwa,6-44-13,80-22-39,6.73683,80.3774
NU0087,,High Forest Dialog,"Bramley Estate,Bramley Division,Feeld No1,Kandapola",NuwaraEliya,Central,7-3-42,80-50-53.5,7.061667,80.848194
GA0009,,Hikkaduwa Dialog,"54, Central Road, Wawlagoda, Hikkaduwa",Galle,Southern,6-8-5,80-6-10,6.1346,80.1028
GA0186,HIK/001,Hikkaduwa Hutch,"Kongahawatta, Waulugodawatta, Hikkaduwa",Galle,Southern,6-8-15,80-6-25,6.1375,80.106944
CM0976,,Hill Street Dialog,"No-160A, Hill Street, Dehiwala",Colombo,Western,6-51-0,79-52-20,6.85,79.872222
CM0710,,Hilton IBS,"No.50, Lotus Road, Col 01",Colombo,Western,6-55-56,79-50-42,6.9323,79.8451
CM0347,,Himbutana Hutch,"No.336, Sriyani, udumulla, Mulleriyawa new town",Colombo,Western,6-55-13,79-56-26,6.92029,79.9405
CM0803,,Himbutana South Dialog,"No.454/29, Dutugemunu Mawatha, Thalangama North, Battaramulla",Colombo,Western,6-54-46,79-56-28,6.91271,79.941
CM0586,,Himbutana West Dialog,"N0.273/4DI ,Himbutana Lane , Angoda",Colombo,Western,6-55-20,79-55-54,6.92234,79.9316
AM0113,,Himidurawa Dialog,"No 4/81, Himidurawa, Uhana.",Ampara,Eastern,7-19-7,81-36-45,7.318611,81.6125
KA0111,,Hindagala Dialog,"Hindagala, Godapola, Gelioya",Kandy,Central,7-13-52,80-35-55,7.231111,80.598611
RA0080,,Hindurangala Mobitel,"Itiwala Hena, Kiriporuwa, Arapola, Ehaliyagoda",Ratnapura,Sabaragamuwa,6-48-47,80-14-19,6.81319,80.2387
KE0018,,Hingula Mobitel,"Batawala Road, Weththewa, Hingula",Kegalle,Sabaragamuwa,7-14-43,80-28-44,7.245278,80.478889
KE0228,,Hingula Reloc Airtel,"Airtel Tower, Wettewa, Hingula.",Kegalle,Sabaragamuwa,7-14-42,80-28-40,7.245,80.477778
HA0139,,Hingura Mobitel,"Aus Lanka Paper Co Ltd, Thunkama, Embilipitiya.",Hambantota,Southern,6-17-8,80-51-16,6.285556,80.854444
PO0108,HIN/001,Hingurakgoda DBN,"New Lanka Hardwere, Hingurakgoda",Polonnaruwa,NorthCentral,8-2-24,80-56-48,8.04,80.946667
PO0005,,Hingurakgoda Dialog,"Wimalas Super Motors Ltd. D. S. Senanayake Street,",Polonnaruwa,NorthCentral,8-2-28,80-57-7,8.04111,80.9519
PO0077,,Hingurakgoda Mobitel,"44/1,Near the Cemetry,Dora 2.Hingurakgoda.",Polonnaruwa,NorthCentral,8-33-7,80-56-34,8.551944,80.942778
PO0064,,Hingurakgoda SLAF,"Sri Lanka Air Force Camp, Hingurakgoda.",Polonnaruwa,NorthCentral,8-3-10,80-58-40,8.052778,80.977778
AM0020,,Hingurana Dialog,"Muwanagala Rd, Hingurana",Ampara,Eastern,7-13-47,81-40-22,7.22981,81.6728
GA0182,HND/001,Hiniduma DBN,"""Kukulegala Estate"", Hiniduama, Thawalama",Galle,Southern,6-19-35,80-20-10,6.326389,80.336111
GA0021,,Hiniduma Dialog,"Hiniduma East, Hiniduma",Galle,Southern,6-18-29,80-18-42,6.30812,80.3117
AN0215,,Hiralugama Mobitel,"hiralugama,etaweeragollewa.",Anuradapura,NorthCentral,8-36-49,80-36-11,8.613611,80.603056
KL0046,,Hirana Dialog,"53/A, Sri Sarmarama Road, Manamulla, Panadura.",Kaluthara,Western,6-43-50,79-55-49,6.73055,79.9302
KU0044,,Hiripitiya Dialog,"Paragahaboda henyaya, Kumbukgete road, Hiripitiya.",Kurunegala,NorthWestern,7-39-21,80-22-14,7.65576,80.3705
KU0305,HIR/001,Hiripitiya Mobitel,"Dharmachakra Piriwen Vidyayathanaya, Hiripitiya, Nikadalupotha",Kurunegala,NorthWestern,7-39-14,80-21-48,7.653889,80.363333
KU0352,,Hiripitiya West Airtel,"wella road,Ganewattha.",Kurunegala,NorthWestern,7-39-14,80-21-12,7.653889,80.353333
KU0245,,Hiriyala Etisalat,"Hiriyala,Ambagaswewa",Kurunegala,NorthWestern,7-42-15,80-20-25,7.70417,80.3403
GA0136,,Hiyare Dialog,"Minuwanhena, Kadurugashena, Hiyare Estate, Hiyare",Galle,Southern,6-4-19,80-19-58,6.071944,80.332778
CM0705,,HNB IBS,"HNB Tower. Darley Rd, Col-10",Colombo,Western,6-55-14,79-51-44,6.92063,79.8623
CM0198,,Hokandara Dialog,"Hokandara South, Hokandara.",Colombo,Western,6-52-54,79-57-10,6.881667,79.952778
CM1114,,Hokandara Junction Dialog,"No 156/1E,Pannipitiya Rd,Hokandara.",Colombo,Western,6-52-48,79-57-36,6.88,79.96
CM1331,,Hokandara Junction Mobitel,,Colombo,Western,0-0-0,0-0-0,0,0
CM0515,,Hokandara North Dialog,"NO.80/1 ,HOKANDARA NORTH, HOKANDARA",Colombo,Western,6-52-40,79-58-6,6.8779,79.9682
CM0558,,Hokandara South Mobitel,"No: 90/2, Malwatta Rd,Hokandara.",Colombo,Western,6-52-6,79-57-44,6.86835,79.9623
CM0141,,Holiday Inn Dialog,"30, Sir Mohomed Macan Markar Mw, Col-03",Colombo,Western,6-55-17,79-50-52,6.92135,79.8478
ICM0141,,Holiday Inn IBS,"30, Sir Mohomed Macan Markar Mw, Col-03",Colombo,Western,6-55-17,79-50-52,6.92135,79.8478
AM0098,PDY/001,Holike DBN [Padiyathalawa],"No 78/3 Holike, Padiyathalawa.",Ampara,Eastern,7-22-40,81-15-41,7.37769,81.2613
CM1176,HOM/001,Homagama DBN [Galawilla],"Imbaulakannda, Gamunu Road, Homagama",Colombo,Western,6-50-59,79-59-39,6.849722,79.994167
CM0142,,Homagama Dialog,"Walauwa Road, Homagama.",Colombo,Western,6-50-32,79-59-54,6.8421,79.9983
CM0615,,Homagama North Mobitel,"Mobitel Tower, No 21, Wekanda Rd, Homagama.",Colombo,Western,6-51-24,80-0-27,6.856667,80.0075
CM0269,,Homagama South Dialog,"No-211, Uduwana, Homagama.",Colombo,Western,6-49-37,80-0-15,6.826944,80.004167
CM0199,,Homagama Town Dialog,"50, Station Road, First Lane, Homagama",Colombo,Western,6-50-39,80-0-20,6.84424,80.0055
KU0121,,Hondella Dialog,"Mahalinda watta, Hondella, Metikumbura.",Kurunegala,NorthWestern,7-22-56,80-19-4,7.38235,80.3177
BD0096,,Hopton Dialog,hopton estate hopton,Badulla,Uva,6-58-31,81-12-24,6.975278,81.206667
GM0367,,Horagasmulla Hutch,"Ballapana, Horagasmulla.",Gampaha,Western,7-12-16,79-59-55,7.20431,79.9985
KU0252,,Horagassagara Mobitel,"Kahawala wattha,Bingiriya.",Kurunegala,NorthWestern,7-34-26,79-55-56,7.573889,79.932222
MR0076,,Horagoda Dialog,"Polarabagoda Hena, Haragoda, Thelijjawila.",Matara,Southern,6-2-34,80-28-23,6.04282,80.473
CM0360,,Horahena Dialog,"No-10/1, Horahena, Hokandara",Colombo,Western,6-52-7,79-58-31,6.86864,79.9753
CM1113,,Horahena West Dialog,"No 1009/A,Katukurunda junction,kottawa.",Colombo,Western,6-52-11,79-59-11,6.869722,79.986389
GM0363,,Horakele Etisalat,"Etisalat Tower,Horakale.",Gampaha,Western,7-14-54.6,79-58-1.9,7.2485,79.967194
GM0143,,Horampella Dialog,"Pansala Junction,Kurunegala Road,Galkanda,Horampel",Gampaha,Western,7-11-46,79-59-4,7.19614,79.9845
GM0596,,Horampella West Mobitel,Mobitel tower Horampella.,Gampaha,Western,7-11-20.5,79-58-17.6,7.189028,79.971556
KL0057,Suntel ID: Coorporate Mast,Horana BodyLine,"Bodyline Pvt Ltd, Ratnapura Road, Gurugoda, Horana",Kaluthara,Western,6-43-51,80-6-20,6.730833,80.105556
KL0006,HOR/001,Horana DBN,"Elakanda Estate,Horana",Kaluthara,Western,6-43-9,80-3-48,6.719167,80.063333
XX0111,,Horana East Dialog,"Narthanagala, Aranyasenasanaya, Horana",Kaluthara,Western,6-43-1,80-4-17,6.716944,80.071389
KL0111,,Horana East Mobitel,"Mobitel Tower, Devindaramaya, Munagama, Horana.",Kaluthara,Western,6-43-22,80-5-14,6.722778,80.087222
KL0125,,Horana FTZ Airtel,"Alubohena, Poruwadanda",Kaluthara,Western,6-44-29,80-8-3,6.74128,80.1342
KL0040,,Horana Town Dialog,"No.79, Ratnapura Town, Horana.",Kaluthara,Western,6-42-53,80-3-51,6.714722,80.064167
KL0043,,Horana West DBN,"Ambalankanda, Horana",Kaluthara,Western,6-42-54,80-2-56,6.71505,80.0489
GM0252,,Horape Dialog,"No.192B, Melsiri, Horape, Ragama.",Gampaha,Western,7-1-5,79-55-9,7.01806,79.9193
