Site ID,Suntel ID,Site Name,Site Address,District,Province,Latitude-x,Longitude-x,Latitude,Longitude
AN0168,,Etawiragollewa Dialog,"Kumbukgollawa,Etawiragollawa",Anuradapura,NorthCentral,8-36-59,80-33-4,8.616389,80.551111
AN0163,,Ethakada Etisalat,"Galenbidunuwewa,Ethkanda.Medawachiya.",Anuradapura,NorthCentral,8-34-41.9,80-33-22.2,8.578306,80.556167
KA0081,,Ethgala Dialog,"Bodhiraja Mawatha, Ethgala, Gampola",Kandy,Central,7-7-57,80-33-59,7.13258,80.5664
GA0161,GA0161,Ethiligoda Hutch,"125/105, H.K. Edon Maatha, Midduwa, Moragoda",Galle,Southern,6-2-56,80-13-30,6.048889,80.225
MO0017,,Ethiliwewa Dialog,"""Dimiuthu Traders"", Ethiliwewa.",Monaragala,Uva,6-37-45,81-7-16,6.6291,81.1211
MO0025,,Ethimale Dialog,"70th Junction, Athimalewewa, Monaragala.",Monaragala,Uva,6-49-21,81-32-4,6.82239,81.5345
GA0055,,Ethkandura Dialog,"Devitur Estate, Ethkandura, Elpitiya.",Galle,Southern,6-14-5,80-9-49,6.23486,80.1635
RA0201,,Ethoya Mobitel,"Mobitel Tower, Ethoyawatta, A Division, Ethoya, Rathnapura.",Ratnapura,Sabaragamuwa,6-39-5,80-24-6,6.651389,80.401667
HA0176,,Ethpitiya Mobitel,"""Hels"", Horawela, Walasmulla.",Hambantota,Southern,6-11-24,80-40-56,6.19,80.682222
CM0189,,Ethul Kotte Dialog,"835, Kotte Road, Ethul Kotte.",Colombo,Western,6-53-59,79-54-21,6.89983,79.9058
CM0542,,Ethulkotte South Dialog,"No.40, Devala Lane, Alakeshwara Road, Ethulkotte",Colombo,Western,6-53-37,79-54-30,6.893611,79.908333
KU0104,,Ethungahakotuwa Dialog,"Kakunawela,Ethungahakotuwa",Kurunegala,NorthWestern,7-31-2,79-57-50,7.51732,79.9639
CM1889,,Expo Grand Apartment IBS,Expo Grand Apartment IBS,Colombo,Western,6-56-41,79-51-37,6.94481,79.860231
NCM0739,,Expo Victoria Nano,,Colombo,Western,6-54-56,79-51-34,6.915556,79.859444
GA0293,,Fair way Hotel IBS,"No 447/A , Matara road, Kotugoda, Galle",Galle,Southern,6-1-46,80-14-33,6.029444,80.2425
CM0785,,Fairmount Residencies IBS,"Buttgamuwa Road, Rajagiriya.",Colombo,Western,6-54-53,79-54-18,6.91465,79.9049
CM0758,,Fairway Condominium IBS,"Buttgamuwa Road, Rajagiriya.",Colombo,Western,6-54-36,79-54-22,6.91012,79.906
CM1374,,Fairway Elements IBS Dialog,"Fairway Elements,Gunawardana Mw.Rajagiriya.",Colombo,Western,6-54-37,79-54-23,6.910278,79.906389
GA0225/I,,Fairway Galle Indoor,"No 171/50, Maithreepala Senanayake MW, Nugaduwa, Gall",Galle,Southern,6-2-20,80-14-55,6.038889,80.248611
CM0953,,Fairway Sky Gardens Indoor,"100, Buthgamuwa Road,Rajagiriya",Colombo,Western,6-54-50,79-54-13,6.913889,79.903611
CM0463,,Farm Road Dialog,"No.43/D, Farm Road, Colombo 15",Colombo,Western,6-58-27,79-52-43,6.9741,79.8785
CM0894,,Farm road North Dialog,"No 60/89,Sri Wickrama Mawatha,Mattakkuliya,Co.15",Colombo,Western,6-58-36,79-52-47,6.97678,79.8798
CM1139,COL/007,Fedrika Road DBN,"GREEN PARK COURT BUILDING, NO.21,FEDRIC RD. COLOMBO6",Colombo,Western,6-52-42,79-51-23,6.878333,79.856444
CM0293,,Ferguson Road Dialog,"No-422, Ferguson Road, Colombo-15.",Colombo,Western,6-58-6,79-52-33,6.96831,79.8757
CM5009,,Fernando Rd Lamp,"ESLL Lamp Pole Site, In Front of Fernando Road, Colombo-03",Colombo,Western,6-52-12.11,79-51-30.69,6.870031,79.858525
CM0020,,Fife Road Dialog,"125, Fife Road , Col-05",Colombo,Western,6-53-20,79-52-14,6.888806,79.8705
CM1135,COL/002,Fish Market DBN,"180, Reclamation RD, Fish Market, Colombo 11.",Colombo,Western,6-56-23,79-51-11,6.939722,79.853056
CM0021,,Flower Road Dialog,"Sir Marcus Fernando Mw, Col-07",Colombo,Western,6-54-29,79-51-28,6.908056,79.857778
CM1152,COL/024,Fort Railway Station DBN,"NEW CROWN HOTEL,89, OLCOT MW. , COLOMBO 11",Colombo,Western,6-56-3,79-51-3,6.934167,79.850833
CM0110,COL/SLT-1,Fort SLT,"Lotus Rd,Colombo 01.",Colombo,Western,6-56-3,79-50-47,6.934167,79.846389
CM0376,,Francis Road Dialog,"14, Frances Road, Colombo-06.",Colombo,Western,6-52-35,79-51-32,6.876389,79.858889
CM1407,,Fredrica Road Dialog,"No.1/3/2,Charlemant road,colombo.06",Colombo,Western,6-52-43,79-51-36,6.878611,79.86
GM0062,,FTZ South Dialog,"KEPZ, Phase 03, Katunayaka.",Gampaha,Western,7-9-45,79-53-30,7.1625,79.891667
GM0294,,FTZ West Dialog,"Phase 01 export processing zone, katunayaka",Gampaha,Western,7-10-13,79-53-19,7.170278,79.888611
MR0039,,Gabada weediya MTU,"Sri Sudharshi Mawatha, Kurunduwatta, Hittatiya East, Matara",Matara,Southern,5-57-31,80-32-28,5.95859,80.5411
MO0043,,Galabedda Lankabell,"30th Mile Post, Galabedda, Monaragala.",Monaragala,Uva,6-53-29,81-24-23,6.89142,81.4064
CM1145,COL/015,Galadarai Hotel DBN,"GALADARI HOTEL, LOTOUS RD. COLOMBO 01",Colombo,Western,6-55-55,79-50-36,6.931944,79.843333
CM0703,,Galadari Dialog,"No.64, Lotus Road, Col-01",Colombo,Western,6-55-54,79-50-37,6.931667,79.843611
ICM0703,,Galadari IBS,"No.64, Lotus Road, Col-01",Colombo,Western,6-55-54,79-50-37,6.93159,79.8437
RA0209,,Galagama Airtel,"Airtel Tower, Nelligastenna, Galagama, Belihuloya",Ratnapura,Sabaragamuwa,6-42-56,80-46-27,6.715556,80.774167
KA0004,,Galagedara Dialog,"Gallenawatte, Kumburegama, Galagedara.",Kandy,Central,7-22-3,80-32-19,7.36747,80.5387
KA0091,,Galagedara Town Dialog,"Thibbotuthandeketiya watta, Madig, Galagedara.",Kandy,Central,7-22-31,80-31-21,7.37541,80.5224
KA0254,GLH/001,Galaha DBN,"1st Block, Belwood, Sriyagama, Moragolla",Kandy,Central,7-13-0,80-40-56,7.216667,80.682222
KA0112,,Galaha Dialog,"Delthota Rd, Galaha.",Kandy,Central,7-11-44,80-40-14,7.195556,80.670556
KA0292,,Galaha South SLT,"SLT Tower,Little Valley,Galaha.",Kandy,Central,7-10-42.7,80-40-44.1,7.178528,80.678917
RA0088,,Galahitiya Dialog,"Boagahayata Mandiya Hena, Maragala, Rideewita, Kahawatta",Ratnapura,Sabaragamuwa,6-31-25,80-36-31,6.523611,80.608611
AM0122,,Galahitiyagoda Dialog,"No.23/9,Galahitiyagoda,Uhana.",Ampara,Eastern,7-20-59.8,81-36-25.4,7.349944,81.607056
PO0035,,Galamuna Airtel,"157,Pansagodella,Gal Amuna.",Polonnaruwa,NorthCentral,8-51-14,81-13-48,8.853889,81.23
KE0159,GLP/001,Galapitamada DBN,"Gonamadahena Watta, Galapitamada.",Kegalle,Sabaragamuwa,7-8-42,80-13-59,7.145,80.233056
KE0027,,Galapitamada Dialog,"C 41, Uruwela, Galapitimada",Kegalle,Sabaragamuwa,7-8-21,80-13-36,7.13913,80.2266
AN0202,GBW/001,Galenbindunuwewa DBN,"no-105 21 colony west,galenbidunuwewa",Anuradapura,NorthCentral,8-18-38,80-43-19,8.310556,80.721944
AN0005,,Galenbindunuwewa SLT,"SLT Tower, Galenbindunuwewa",Anuradapura,NorthCentral,8-17-26,80-42-58,8.29044,80.7162
GM0271,,Galewatta Dialog,"No.187, Wekada, Divlapitiya",Gampaha,Western,7-16-3,80-0-43,7.2675,80.0119
MT0109,GLW/001,Galewela DBN,"Dharmapala Mw., Galewela",Matale,Central,7-45-17,80-34-4,7.754722,80.567778
MT0002,,Galewela Dialog,"NO 115 kalawewa road,gallewela",Matale,Central,7-45-45,80-34-12,7.76252,80.5699
KU0096,,Galgamuwa Dialog,"Galkanda watta, Monnankulama, Galgamuwa.",Kurunegala,NorthWestern,8-0-17,80-16-8,8.00465,80.2689
KU0356,,Galgamuwa East Mobitel,"Mobitel tower, Dematawewa,Gallewa,Galgamuwa",Kurunegala,NorthWestern,7-59-2,80-19-0,7.983889,80.316667
KU0003,,Galgamuwa SLT,"SLT Tower, Galgamuwa",Kurunegala,NorthWestern,8-0-58,80-16-38,8.016211,80.277122
KU0355,,Galgamuwa West Mobitel,"Wanni ihalagama,ihalagama,galgamuwa.",Kurunegala,NorthWestern,8-0-45.71,80-14-.28,8.012697,80.233411
MO0045,,Galge Hutch,"Bodimalu vewaka Senasanaya-21 km post, Gonaganara, Buttala",Monaragala,Uva,6-36-44,80-16-3,6.612222,80.2675
KA0026,,Galhinna SLT,"SLT Tower, Galhinna, Kandy",Kandy,Central,7-24-55,80-33-47,7.415278,80.563056
AN0064,,Galkadawala Dialog,"304,Galkadawala, Anuradhapura",Anuradapura,NorthCentral,8-24-7,80-22-55,8.401944,80.381944
AN0118,,Galkiriyagama Mobitel,"Sri Vanasinghe Rajamaha Viharaya, Galkiriyagama.",Anuradapura,NorthCentral,7-55-39,80-33-53,7.92752,80.5648
AN0023,,Galkulama Dialog,"Galkulama junction,Anuradapura",Anuradapura,NorthCentral,8-16-44,80-30-3,8.278889,80.500833
AN0115,,Galkulama Kanda Dialog,"Area HQ, Army Camp, Galkulama, Padavi Siripura",Anuradapura,NorthCentral,8-53-35,80-47-57,8.893056,80.799167
PU0114,,Galkuliya Dialog,"No:04, Galkuliya, Aandigama.",Puttlam,NorthWestern,7-46-32,79-54-14,7.77543,79.9039
CM0022,,Galle Face Army,"Army Headquarters, Col-03",Colombo,Western,6-55-44,79-50-45,6.928889,79.845833
CM0927,,Galle Face Dialog,"Galle Fcace Green, Colombo 01",Colombo,Western,6-55-30,79-50-41,6.92497,79.8447
CM0742,,Galle Face Hotel IBS,"No. 2, Galle Road, Colombo-03.",Colombo,Western,6-55-15,79-50-46,6.92075,79.8462
CM0022R,,Galle Face MTU,,Colombo,Western,0-0-0,0-0-0,0,0
GA0054,,Galle Fort Dialog,"No-59, Light House Street, Fort, Galle.",Galle,Southern,6-1-28,80-13-6,6.02442,80.2182
GA0007,GAL/SLT,Galle SLT,"SLT Tower, Galle",Galle,Southern,6-2-8,80-13-2,6.03568,80.2172
PO0052,,Gallella Dialog,"Millennium rice mill, majidpura , Gallella",Polonnaruwa,NorthCentral,7-54-25,81-3-34,7.90704,81.0595
PU0115,,Galmuguruwa Dialog,"Mahagedara watta, Galmuruwa, Madampe",Puttlam,NorthWestern,7-29-50,79-53-30,7.497222,79.891667
AN0116,GLN/001,Galnewa Town Hutch,"Mahawelin Authority, Galnewa.",Anuradapura,NorthCentral,8-2-1,80-28-1,8.03357,80.467
GM0633,,Galoluwa Dialog,"Rev.Rathanasara Mw,Galoluwa,Minuwangoda.",Gampaha,Western,7-9-42,79-56-15,7.161667,79.9375
PO0118,,Galoya East Etisalat,"Eti Tower, Dharmapala Mawatha, Galoya Junction.",Polonnaruwa,NorthCentral,8-8-0,80-52-4,8.133333,80.867778
PO0067,,Galoya Junction Airtel,"No 19, Haraskotuwa, Galoya Junction.",Polonnaruwa,NorthCentral,8-8-48,80-50-12,8.14653,80.8366
KA0215,,Galpihilla Mobitel,"Mobitel Tower, Galpihilla, Panwila",Kandy,Central,7-21-43,80-42-41,7.361944,80.711389
KE0139,,Galpola Mobitel,"G.A.P.B. Gunasekara,Dedeniya,Galpola,Molagoda",Kegalle,Sabaragamuwa,7-16-21,80-23-7,7.2725,80.385278
BD0065,,Galporuyaya Dialog,"No 106,Galporuyaya,Girandurukotte.",Badulla,Uva,7-26-5,81-2-20,7.434722,81.038889
HA0182,,Galpothukanda Etisalat,"Meegasara watta, Walgammulla, Kirama.",Hambantota,Southern,6-14-0,80-40-25,6.233333,80.673611
GA0281,,Galpotta Airtel,"Unawatuna Kanda, Unawatuna",Galle,Southern,6-0-42.7,80-15-11.5,6.011861,80.253194
CM1148,COL/020,Galpotta Street DBN [Nadesapillai Bld],"200,GEORGE R DE SILVA MW.COLOMBO 13",Colombo,Western,6-56-47,79-51-44,6.946519,79.8621
HA0064,,Galpottayaya Mobitel,"""Salhasara"" Galkema road, Galpottayaya, Julampitiya",Hambantota,Southern,6-12-48,80-45-47,6.213333,80.763056
CM1157,COL/033,Galwala DBN,No.6 Hill Castle Street Colombo 12,Colombo,Western,6-56-22,79-51-41,6.939444,79.861389
NU0079,,Galway Forest Nano,,NuwaraEliya,Central,6-57-22,80-46-42,6.956111,80.778333
HA0100,,Galwewa Mobitel,"Mobitel Tower, Galwewa Junction, Tissapura, Maha Ara, Baragama",Hambantota,Southern,6-11-42,81-3-7,6.195,81.051944
KL0102,,Gamagoda Dialog,"No-1, Janapada Mawatha, Sarupita.",Kaluthara,Western,6-36-57,80-0-30,6.615833,80.008333
AN0134,,Gambirigaswewa Etisalat,"Aluthgama, Gambirigaswea, Anuradhapura.",Anuradapura,NorthCentral,8-28-4,80-22-14,8.467778,80.370556
CM0652,,Gamini Hall Dialog,"No.197, T. B. Jayah Mw, Col-10",Colombo,Western,6-55-33,79-51-43,6.925833,79.861944
MT0033,,Gammaduwa Dialog,"Gammaduwa Plantation Pvt. Ltd, Gammaduwa.",Matale,Central,7-35-20,80-42-19,7.588889,80.705278
MT0112,GMD/001,Gammaduwa Swarnawahini,"Samimalewatta, Gammaduwawatta, Gammaduwa, Mathale",Matale,Central,0-0-0,0-0-0,0,0
KL0133,,Gammanpila Dialog,"Sagarika, Pubudu Trade Center, Walgama Watta, Gammanpila Bandaragama",Kaluthara,Western,6-43-58,79-59-21,6.73273,79.9891
GM0539,GMP/001,Gampaha DBN,"17,YAKKALA RD.,GAMPAHA",Gampaha,Western,7-5-29,79-59-59,7.091389,79.999722
GM0011,,Gampaha Dialog,"No.66/5, Kiddagammulla, Gampaha.",Gampaha,Western,7-4-53,80-0-44,7.08138,80.0123
GM0559,GMP/SLT,Gampaha SLT,SLT Tower Gampaha,Gampaha,Western,7-5-24,79-59-36,7.09,79.993333
GM0531,,Gampaha Station Dialog,"No-71, Minuwangoda Station, Gampaha",Gampaha,Western,7-5-36,79-59-32,7.0933,79.9922
GM0012,,Gampaha Town Dialog,"No.8, Mangala Road, Gampaha",Gampaha,Western,7-5-30,79-59-45,7.091667,79.995833
GM0477,,Gampaha Town Dialog [Relocation],"Suriya  Residencies, Gampaha.",Gampaha,Western,7-5-26,79-59-41,7.090556,79.994722
GM0183,,Gampaha Town South Dialog,"No-237, Colombo Road, Gampaha.",Gampaha,Western,7-5-24,80-0-13,7.0901,80.0035
KA0251,GAP/002,Gampola DBN [Angammana Relocation],"New Angammana Estate, Angammana",Kandy,Central,7-9-10,80-35-48,7.152778,80.596667
KA0005,GAP/001,Gampola Dialog,"200/28,Mount Temple Bangalow,Gampola.",Kandy,Central,7-10-11,80-33-54,7.16975,80.5651
KA0058,,Gampola East Dialog,"Mosque, Kahatapitiya, Gampola.",Kandy,Central,7-10-15,80-34-32,7.17094,80.5755
XX0012,,Gampola Etisalat,"Ambuluwawa,Gampola.",Kandy,Central,0-0-0,0-0-0,0,0
KA0057,,Gampola South Dialog,"A2Z Building, Private Bus Stand, Gampola",Kandy,Central,7-9-43,80-34-6,7.161944,80.568333
KA0056,,Gampola Town Dialog,"40, Ambagamuwa Road, Gampola",Kandy,Central,7-9-52,80-34-10,7.16439,80.5695
BD0105,,Gamunupura Dialog,"No.08/49A, Arawatta, Mahiyangane",Badulla,Uva,7-20-59,81-2-54,7.349722,81.048333
MR0008,GND/001,Gandara Dialog,"Ambagahawatte, Talalla South",Matara,Southern,5-56-53,80-36-57,5.94792,80.6158
GM0266,,Ganegoda Dialog,"Gaspe Road, Bokalegama, Meerigama.",Gampaha,Western,7-13-6,80-5-14,7.218333,80.087222
GM0550,GAN/001,Ganemulla DBN,"PUWAKGASLANDA, EHALAYAGODA, GANEMULLA",Gampaha,Western,7-3-47,79-58-53,7.063056,79.981389
GM0013,,Ganemulla Dialog,"253, Galahitiyawa, Ganemulla",Gampaha,Western,7-4-0,79-57-37,7.06679,79.9603
KE0208,,Ganepalla Mobitel,"G.D.P.Dissanayake,Thaligama,Thunkinda.",Kegalle,Sabaragamuwa,7-0-1.2,80-20-46.5,7.000333,80.34625
AN0042,,Ganewalpola Dialog,"Ganewalpola, Kekirawa.",Anuradapura,NorthCentral,8-5-39,80-37-29,8.09425,80.6247
GM0311,,Ganewatta Mobitel,"Mobitel Tower,No 330,Dewamitha place,Heyanthuduwa.",Gampaha,Western,6-57-1.01,79-58-36.74,6.950281,79.976872
KA0175,,Gangoda Airtel,"AT Tower, Galapitagama, Minuwangamuwa, Bopana",Kandy,Central,7-17-48,80-54-12,7.296667,80.903333
CM0023,,Gangodawila Dialog,"529, High Leval Road, Gangodavila, Nugegoda",Colombo,Western,6-51-44,79-54-13,6.86223,79.9035
CM0024,,Gangodawila South Dialog,"SIM Lanka Pvt Ltd. No.33, Sri Soratha Mw, Wijerama",Colombo,Western,6-51-19,79-54-25,6.855278,79.906944
RA0174,,Gangulandeniya Dialog,"Ovitikanda,Omalpe",Ratnapura,Sabaragamuwa,6-17-50,80-43-36,6.297222,80.726667
KA0093,,Gannoruwa MTU,"Gannoruwa SLA Camp, Gannoruwa, Peradeniya",Kandy,Central,7-16-42,80-35-34,7.278333,80.592778
CM0574,,Gansaba Junction Dialog,"No-352 C, High Level Rd, Nugegoda.",Colombo,Western,6-51-52,79-53-50,6.86445,79.8972
CM0950,,Gansaba Junction Dialog [Relocation],"No-352/1, High Level Road, Nugegoda.",Colombo,Western,6-51-52,79-53-51,6.864444,79.8975
KE0203,,Ganthuna Mobitel,"Mobital Tower, Ihalauduwa, Dedugala.",Kegalle,Sabaragamuwa,7-7-8,80-23-54,7.118889,80.398333
CM0191,,Gardiner Mawatha Dialog,"UPTO House, 95-B1, Sir Chittampalam A Gardiner Mw,",Colombo,Western,6-55-45,79-50-55,6.92919,79.8485
KA0134,,Gatambe Dialog,"255/4/D Wiliam gopallawa mW,Kandy.",Kandy,Central,7-16-17,80-36-28,7.271389,80.607778
RA0154,,Gavaragiriya Dialog,"Wathukaragama,Gawaragiriya.",Ratnapura,Sabaragamuwa,6-39-11.27,80-15-19.76,6.653131,80.255489
KL0167,,Gelanigama Dialog,"""Sisila"", Rerukana Road, Weedagama, Bandaragama",Kaluthara,Western,6-43-13,79-59-59,6.720278,79.999722
KA0006,GEL/001,Gelioya Dialog,"Polgahanga, Weligalla",Kandy,Central,7-12-4,80-35-60,7.20116,80.5999
KA0027,,Gelioya Town Dialog,"15, Station Road, Gelioya.",Kandy,Central,7-12-51,80-35-53,7.21422,80.5981
CM0441,,Gemunu Mawatha Dialog,"142, Main Rd, Attidiya Rd, Dehiwala.",Colombo,Western,6-49-53,79-53-12,6.83151,79.8867
AN0054,,Gemunupura Dialog,"Kudabanda Welandasala, Trct 8, Gemunupura, Rajan",Anuradapura,NorthCentral,8-11-50,80-10-11,8.197222,80.169722
CM1058,,George R de Silva Mawatha Dialog,"No-200, George R De Silva Mawatha, Colombo-13",Colombo,Western,6-56-52,79-51-40,6.947778,79.861111
KA0213,,Getabe Dialog,"308, 9C2, Warathanna, Haloluwa",Kandy,Central,7-16-32,80-36-18,7.27546,80.605
KU0219,,Getadivula Dialog,"Anuradhapura Road, Getadiula, Ambanpola.",Kurunegala,NorthWestern,7-58-26,80-15-28,7.97389,80.2579
RA0047,,Getahetta Dialog,"Boraluwa watta, Nagoda, Getahetta.",Ratnapura,Sabaragamuwa,6-53-51,80-14-8,6.89755,80.2356
MR0033,,Getamanna Dialog,"""Tholapothaya watta"",Block No-296,Gatamanna,Beliatta",Matara,Southern,6-2-19,80-40-37,6.03851,80.6769
KU0132,,Gettuwana Airtel [Relocation],"AT Tower, Gettuwana, Kurunagala",Kurunegala,NorthWestern,7-28-44,80-22-32,7.47879,80.3755
RA0208,,Gilimale Etisalat,"Etisalat tower,Weniwalketiya,Gilimale.",Ratnapura,Sabaragamuwa,6-46-20,80-25-43,6.772222,80.428611
NU0098,GGT/001,Ginigathhena DBN,"No 37,Banadaranayake Mw,Ginigathhena.",NuwaraEliya,Central,6-58-59,80-29-45,6.983056,80.495833
NU0001,,Ginigathhena Dialog,"Kendleworth Street,Ginigathhena",NuwaraEliya,Central,7-0-19,80-28-50,7.005278,80.480556
NU0052,,Ginigathhena Town Hutch,"Hutch Tower, Ginigathhena Town,Ginigathhena",NuwaraEliya,Central,6-59-14,80-29-44,6.987288,80.495599
GA0008,GAL/003,Gintota Dialog,"Thuparama Road, Gintota",Galle,Southern,6-3-46,80-10-56,6.06276,80.1822
BD0113,GIR/001,Giradurukotte DBN,"Buddhist Centre, Girandurukotte",Badulla,Uva,7-27-38,81-1-32,7.460556,81.025556
BD0037,,Giradurukotte Dialog,"Resident Project Manager , ""Zone C"" , Giradurukott",Badulla,Uva,7-28-22,81-1-1,7.472778,81.016944
BD0008,,Giradurukotte SLT,"SLT Tower, Girandurukotte",Badulla,Uva,7-28-11,81-1-4,7.469722,81.017778
KU0066,,Giribawa Etisalat,"#23, Near Police Station, Pahala Giribawa",Kurunegala,NorthWestern,8-6-59,80-11-15,8.11629,80.1875
PO0001,,Girithale Dialog,"Giritale Hotel, Giritale",Polonnaruwa,NorthCentral,7-59-23,80-55-24,7.98961,80.9233
PO0001R,,Girithale Dialog [Relocation],sudu kanda girithale,Polonnaruwa,NorthCentral,80-55-32,7-59-27,80.925556,7.990833
KU0019,,Giriulla Dialog,"Mahakanda, Giriulla",Kurunegala,NorthWestern,7-19-50,80-7-5,7.33065,80.1181
GM0491,,Giriulla South Hutch,"Illana Estate, Colombo Rd, Giriulla.",Gampaha,Western,7-19-14,80-7-0,7.320556,80.116667
KU0097,,Giriulla West Dialog,"Polewaththa,Kurunegala-Bopitiya.",Kurunegala,NorthWestern,7-19-24,80-4-16,7.32343,80.0711
CM0026,,Godagama Dialog,"Godagama Village, Godagama, Homagama",Colombo,Western,6-51-9,80-1-52,6.85253,80.0311
CM1181,GOD/001,Godagama Mobitel,"No.1 Millagahawatta, Godagama",Colombo,Western,6-51-7,80-1-42,6.851944,80.028333
RA0011,GDK/001,Godakawela Dialog,"Lot No.18, Thibbotuhena Watta, Godakawela",Ratnapura,Sabaragamuwa,6-30-19,80-39-18,6.50534,80.6551
MR0132,,Godapitiya Dialog,"Uruwala Tea Factory,Godapitiya ,Akuressa",Matara,Southern,6-8-4,80-29-33,6.134444,80.4925
KU0032,,Gokarella Dialog,"Chandraloka , Kandauda , Gokarella.",Kurunegala,NorthWestern,7-35-55,80-28-45,7.59861,80.4793
GM0333,,Goluwapokuna SLAF,"SLAF Micro Tower, Katunayake",Gampaha,Western,7-11-17,79-52-30,7.188056,79.875
TR0042,,Gomarankadawala Hutch,"Poorwaramaya, Gomarankadawala.",Trincomalee,Eastern,8-40-38,80-57-6,8.677222,80.951667
MR0133,,Gombathdala Dialog,"Gombathdala watta, Field No 01.A, Gombathdala,Mulatiyana.",Matara,Southern,6-10-58,80-33-21,6.182778,80.555833
HA0049,,Gonadeniya Dialog,"No-R 7/2, Kenegala, Vakadawala, Weerakatiya.",Hambantota,Southern,6-11-38,80-48-21,6.19379,80.8059
GA0153,,Gonagala Dialog,"""Atawalakale""Gonagalapura,Induruwa.",Galle,Southern,6-22-53,80-1-37,6.381389,80.026944
GA0151,,Gonagala Miriswatta Airtel,"Mirisawatta Kale, Miriswatta, Benthota",Galle,Southern,6-22-35,80-3-29,6.37626,80.0581
KE0116,,Gonagaldeniya Dialog,"Kulunubandagala, Indurana, Waharaka",Kegalle,Sabaragamuwa,7-4-13,80-11-43,7.07028,80.1954
KU0126,,Gonagama Dialog,"Gonagama Junction,Nikadalupotha",Kurunegala,NorthWestern,7-37-60,80-18-22,7.63325,80.3061
AM0027,,Gonagolla Dialog,"Uhana Pradeshiya Sabha Sub Office,Mayadunna,Gonago",Ampara,Eastern,7-26-2,81-37-52,7.43397,81.6311
GM0319,,Gonahena East Dialog,"302,Biyanvila Temple Road, Gonaheana",Gampaha,Western,6-59-46,79-59-30,6.99601,79.9917
GM0492,,Gonahena Mobitel relocation,"Mobitel tower,Gonahena,Eldeniya.",Gampaha,Western,7-0-12,79-58-42,7.003333,79.978333
GM0466,,Gonahena South Airtel,"Biyanvila Temple Rd, Gonahena.",Gampaha,Western,6-59-55,79-58-15,6.99866,79.9707
GM0069,,Gonahena STF,"SL Police, STF Training Camp, Gonahena",Gampaha,Western,7-0-17,79-58-30,7.004722,79.975
CM1452,,Gonamadditha Mobitel,"299.gonamadditha road,kesbewa,piliyandala.",Colombo,Western,6-47-12,79-56-1.3,6.786667,79.933694
GA0039,,Gonapinuwala Dialog,"Ratmeherakele, Gonapinuwala.",Galle,Southern,6-9-10,80-8-51,6.15268,80.1475
GA0215,,Gonapinuwala Town Etisalat,"Gonapinuwala Etisalat, Hikkaduwa East, Hikkaduwa.",Galle,Southern,6-8-15,80-8-16,6.1375,80.137778
KL0005,,Gonapola Dialog,"Kumbuka, Gonapola",Kaluthara,Western,6-45-20,80-1-2,6.7555,80.0171
KL0196,GNP/001,Gonapola Hutch,"Alubogahawatta, Palannoruwa, Gonapola",Kaluthara,Western,6-45-31,80-0-26,6.758611,80.007222
GM0014,,Gonawala Dialog,"159/12, Maguruwila Road, Gonawala, Kelaniya",Gampaha,Western,6-57-17,79-56-53,6.95484,79.9481
GM0169,,Gonawala South Dialog,"No.22, K.E.Perera Mawatha, Thalwatta, Gonawala",Gampaha,Western,6-56-46,79-56-19,6.94624,79.9386
GM0519,,Gonawala Thalwatta Mobitel,"Mobite Tower,Sri Wardanaramaya gonawala kelaniya.",Gampaha,Western,6-57-11.8,79-55-58.55,6.953278,79.932931
PU0084,,Gonawila Dialog,"No 119,Mirisankotuwa ,Lunuwila",Puttlam,NorthWestern,7-18-26,79-51-51,7.307222,79.864167
RA0003,GNG/001,Gongala DBN,"Hays Estate, Deniyaya",Ratnapura,Sabaragamuwa,6-22-56,80-39-37,6.3821,80.6603
MT0100,,Gongawela Mobitel,"Mobitel Tower, Wariyapola Watta, Matale",Matale,Central,7-27-36,80-37-44,7.46002,80.6288
RA0128,,Gonjalakanda Dialog,"Galkanda,Makadura,Gonjalakanda.",Ratnapura,Sabaragamuwa,6-33-14,80-39-17,6.553889,80.654722
HA0007,,Gonnoruwa LankaBell,"No 42.A, Gonnoruwa, Hambanthota",Hambantota,Southern,6-14-29,81-6-31,6.24148,81.1085
HA0076,,Gonnoruwa North Dialog,"No.03, Pahala Andarawewa, Hambanthota",Hambantota,Southern,6-17-48,81-4-53,6.29664,81.0815
RA0178,,Gorakaela Airtel,"Gorakaella,Doadampe.",Ratnapura,Sabaragamuwa,6-43-59,80-18-36,6.733056,80.31
KL0109,,Gorakapola Hutch,"Siriniwasaramaya, Wattalpola, Pallemulla, Panadura",Kaluthara,Western,6-44-31,79-54-18,6.741944,79.905
CM0295,,Gothami Balika Dialog,"No-131, Temple Road, Maradana, Colombo-10.",Colombo,Western,6-55-28,79-52-18,6.9244,79.8718
CM1047,,Gothami Balika Dialog [Relocation],"134, Temple Road, Colombo-10",Colombo,Western,6-55-29,79-52-20,6.92467,79.8721
CM0193,,Gothatuwa Dialog,"No 52/17, Gothatuwa New Town, Angoda.",Colombo,Western,6-55-22,79-54-50,6.922778,79.913889
CM0801,,Gothatuwa South Dialog,"No.259/10, Bandaranayakepura, Kalapaluwawa, Rajagiriya",Colombo,Western,6-55-2,79-54-48,6.9172,79.9133
