cell_tower_id1,cell_tower_id2,source1_name,source2_name,district1,district2,latitude1,latitude2,longitude1,longitude2,nearest_precip_station,distance,nearest_precip_lat,nearest_precip_long,id_1,id_2,PathLength
CM0050,CM0474,Kolonnawa-CM0050-23G/1486-24-ODU-1(RTNRF-1),Orugodawatta_North-CM0474-23G/1486-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.9496,79.8875,79.8771,Orugodawatta,0.44172690529839265,6.943741,79.87887,889,2548,2.0932675218928267
CM0389,CM0702,Hemson_Ind-CM0389-23G/1062-23-ODU-1(RTNRF-1),Ceylinco_House_Ind-CM0702-23G/1062-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93523,6.9334,79.8454,79.8428,Orugodawatta,3.981307405862382,6.943741,79.87887,1477,3136,0.3514470264359672
CM0027,CM0319,Grandpass-CM0027-26G/910-25-ODU-1(RTNRF-1),Sugathadasa_West-CM0319-26G/910-25-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.94859,79.8699,79.8671,Orugodawatta,1.2129379386934998,6.943741,79.87887,1011,2670,0.4156841943082029
CM1062,CM0591,Old_Moor_St_South-CM1062-26G/784-24-ODU-1(RTNRF-1),Pettah_South-CM0591-26G/784-24-ODU-1(RTNRF-1),Colombo,Colombo,6.938611,6.93928,79.858889,79.8606,Orugodawatta,2.1790605935646803,6.943741,79.87887,1656,3315,0.2030411499010346
CM0148,CM0276,Kotahena-CM0148-26G/831-23-ODU-1(RTNRF-1),Gunananda_Mw-CM0276-26G/831-23-ODU-1(RTNRF-1),Colombo,Colombo,6.95016,6.953333,79.8641,79.861389,Orugodawatta,1.989797882005971,6.943741,79.87887,1393,3052,0.46139307846823074
CM1094,CM0260,CPC_HO_IBS-CM1094-23G/1599-24-ODU-1(RTNRF-1),Kala traders-CM0260-23G/1599-24-ODU-1(RTNRF-1),Colombo,Colombo,6.938333,6.928056,79.877778,79.876111,Orugodawatta,1.1855938872437486,6.943741,79.87887,768,2427,1.151371578836447
CM0138,CM1304,Elvitigala-CM0138-26G/1310-24-ODU-1(RTNRF-1),Military_Hospital_IBS-CM1304-26G/1310-24-ODU-1(RTNRF-1),Colombo,Colombo,6.905278,6.899722,79.877222,79.875833,Orugodawatta,4.568200215532055,6.943741,79.87887,327,1986,0.6333256820875574
CM0118,CM0260,Ward_Place-CM0118-23G/1593-23-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/1593-23-ODU-1(RTNRF-1),Colombo,Colombo,6.915833,6.928056,79.8725,79.876111,Orugodawatta,2.4626985316984413,6.943741,79.87887,1339,2998,1.4094221739412842
CM0260,CM1046,Kala_Traders-CM0260-26G/772-24-ODU-1(RTNRF-1),Sri_Vajirashrama_Rd-CM1046-26G/772-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.92201,79.876111,79.8751,Orugodawatta,2.100144140572737,6.943741,79.87887,1047,2706,0.6779003440556123
CM0130,CM0559,Borella_YMBA-CM0130-26G/916-23-ODU-1(RTNRF-1),Horton_Place_West-CM0559-26G/916-23-ODU-1(RTNRF-1),Colombo,Colombo,6.913333,6.912222,79.877222,79.873889,Orugodawatta,3.443802217103055,6.943741,79.87887,574,2233,0.38829971560122273
GM0564,GM0027,Kelaniya_University-GM0564-23G/1454-23-ODU-1(RTNRF-1),Kelaniya-GM0027-23G/1454-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.97399,6.95735,79.915,79.9163,Orugodawatta,4.732937079837544,6.943741,79.87887,379,2038,1.8458262672416352
CM0053,CM0369,Kotikawatta-CM0053-23G/1330-24-ODU-1(RTNRF-1),Kotikawatta_West-CM0369-23G/1330-24-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.92818,79.914167,79.9083,Orugodawatta,3.80989645701259,6.943741,79.87887,754,2413,1.0420046245687835
CM0239,CM0366,Kohilawatta-CM0239-23G/761-24-ODU-1(RTNRF-1),Kelanimulla-CM0366-23G/761-24-ODU-1(RTNRF-1),Colombo,Colombo,6.94503,6.94393,79.9145,79.9273,Orugodawatta,4.64538364863353,6.943741,79.87887,950,2609,1.4197267251460366
CM0651,CM0389,Chatham_St-CM0651-26G/1285-24-ODU-1(RTNRF-1),Hemson_Ind-CM0389-26G/1285-24-ODU-1(RTNRF-1),Colombo,Colombo,6.9348,6.93523,79.8434,79.8454,Orugodawatta,3.9295941003754193,6.943741,79.87887,856,2515,0.22607874790305124
CM0651,CM0389,Chatham_St-CM0651-26G/1285-23-ODU-1(RTNRF-1),Hemson_Ind-CM0389-26G/1285-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9348,6.93523,79.8434,79.8454,Orugodawatta,3.9295941003754193,6.943741,79.87887,855,2514,0.22607874790305124
CM0238,CM0904,Meethotamulla-CM0238-26G/1178-23-ODU-1(RTNRF-1),Wellampitiya_North-CM0904-26G/1178-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94292,6.93987,79.8858,79.8911,Orugodawatta,1.0900002914067002,6.943741,79.87887,609,2268,0.6758797627754711
CM0633,CM0050,Kolonnawa_Town-CM0633-26G/690-24-ODU-1(RTNRF-1),Kolonnawa-CM0050-26G/690-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93295,6.93378,79.8938,79.8875,Orugodawatta,1.735343683982703,6.943741,79.87887,502,2161,0.7022429547264823
GM0016,GM0374,Hekitta-GM0016-26G/1303-23-ODU-1(RTNRF-1),Lansiyawatta-GM0374-26G/1303-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.986944,6.984444,79.88,79.8725,Orugodawatta,4.648632060494059,6.943741,79.87887,339,1998,0.8736408558045691
CM0050,CM1054,Kolonnawa-CM0050-18G/1446-24-ODU-1(RTNRF-1),Stace_Rd_Reloc-CM1054-18G/1446-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.945556,79.8875,79.874444,Orugodawatta,0.506803964686611,6.943741,79.87887,1049,2708,1.9436361897372976
CM0590,GM0016,Jubilee_Mw-CM0590-23G/760-23-ODU-1(RTNRF-1),Hekiththa-GM0016-23G/760-23-ODU-1(RTNRF-1),Colombo,Gampaha,6.96912,6.986944,79.8788,79.88,Orugodawatta,3.792714008210768,6.943741,79.87887,911,2570,1.9756230110851436
CM0736,CM0174,Merchant_Tower_Ind-CM0736-23G/1063-24-ODU-1(RTNRF-1),Thursten-CM0174-23G/1063-24-ODU-1(RTNRF-1),Colombo,Colombo,6.91285,6.903611,79.8502,79.8575,Orugodawatta,4.8028780785985035,6.943741,79.87887,1441,3100,1.3018608460250158
CM0186,CM0163,Buck_Rd-CM0186-23G/741-24-ODU-1(RTNRF-1),Rangala-CM0163-23G/741-24-ODU-1(RTNRF-1),Colombo,Colombo,6.937778,6.938611,79.8425,79.848611,Orugodawatta,3.7323030754332542,6.943741,79.87887,984,2643,0.6815790191931644
CM0200,CM0233,Rotunda_Gardens-CM0200-26G/1215-24-ODU-1(RTNRF-1),Tourist_Board-CM0233-26G/1215-24-ODU-1(RTNRF-1),Colombo,Colombo,6.91656,6.91872,79.8482,79.8471,Orugodawatta,4.498406358701863,6.943741,79.87887,1635,3294,0.268029198555193
CM0174,CM1195,Jantha_Courts-CM0174-23G/1524-23-ODU-1(RTNRF-1),Suncity(Cinammon Red)-CM1195-23G/1524-23-ODU-1(RTNRF-1),Colombo,Colombo,6.903611,6.912222,79.8575,79.855556,Orugodawatta,4.668248622477611,6.943741,79.87887,1530,3189,0.976227907329555
CM0389,CM0702,Hemson_Ind-CM0389-23G/1062-24-ODU-1(RTNRF-1),Ceylinco_House_Ind-CM0702-23G/1062-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93523,6.9334,79.8454,79.8428,Orugodawatta,3.981307405862382,6.943741,79.87887,1478,3137,0.3514470264359672
CM0185,CM0174,Bloomfield-CM0185-23G/902-24-ODU-1(RTNRF-1),Thursten-CM0174-23G/902-24-ODU-1(RTNRF-1),Colombo,Colombo,6.903333,6.903611,79.864167,79.8575,Orugodawatta,4.87909681814436,6.943741,79.87887,105,1764,0.7374631085167525
CM0129,CM0260,Borella_Junction-CM0129-23G/729-23-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/729-23-ODU-1(RTNRF-1),Colombo,Colombo,6.916944,6.928056,79.878333,79.876111,Orugodawatta,2.3561012660210543,6.943741,79.87887,1335,2994,1.2531750017816234
CM0191,CM0022,Gardiner_Mawatha-CM0191-26G/1330-23-ODU-1(RTNRF-1),Galle_Face_Army-CM0022-26G/1330-23-ODU-1(RTNRF-1),Colombo,Colombo,6.92919,6.928889,79.8485,79.845833,Orugodawatta,3.862420285601434,6.943741,79.87887,347,2006,0.2966088688928459
CM1904,CM0116,Mandarina Colombo-CM1904-26G/1539-24-ODU-1(RTNRF-1),Unity Plaza DAP-CM0116-26G/1539-24-ODU-1(RTNRF-1),Colombo,Colombo,6.96,6.89349,79.853611,79.8552,Orugodawatta,3.2927544326319356,6.943741,79.87887,936,2595,7.357465221821494
CM0050,CM0474,Kolonnawa-CM0050-23G/1486-23-ODU-1(RTNRF-1),Orugodawatta_North-CM0474-23G/1486-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.9496,79.8875,79.8771,Orugodawatta,0.44172690529839265,6.943741,79.87887,888,2547,2.0932675218928267
CM0761,CM0743,Empire_Ind-CM0761-26G/835-23-ODU-1(RTNRF-1),Akbar_Ind-CM0743-26G/835-23-ODU-1(RTNRF-1),Colombo,Colombo,6.919167,6.9225,79.8575,79.860278,Orugodawatta,3.360605328915417,6.943741,79.87887,36,1695,0.47970588879436993
CM0260,CM1297,Kala Traders-CM0260-26G/1424-23-ODU-1(RTNRF-1),Sahaspura_Flat-CM1297-26G/1424-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.925278,79.876111,79.881944,Orugodawatta,1.8883018404953527,6.943741,79.87887,403,2062,0.7140851140784377
CM0050,CM0239,Kolonnawa-CM0050-18G/694-23-ODU-1(RTNRF-1),Kohilawatta-CM0239-18G/694-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.94503,79.8875,79.9145,Orugodawatta,2.4921304907925683,6.943741,79.87887,884,2543,3.232751346551396
CM0148,CM0491,Kotahena-CM0148-26G/774-24-ODU-1(RTNRF-1),Sugathadasa_North-CM0491-26G/774-24-ODU-1(RTNRF-1),Colombo,Colombo,6.95016,6.95158,79.8641,79.8722,Orugodawatta,1.4230070131195245,6.943741,79.87887,1368,3027,0.9087757223216222
CM0959,CM0682,Noris_Canal_Rd_Reloc-CM0959-26G/648-23-ODU-1(RTNRF-1),Passport_Office_Ind-CM0682-26G/648-23-ODU-1(RTNRF-1),Colombo,Colombo,6.918056,6.921667,79.870278,79.871667,Orugodawatta,2.7813259769586067,6.943741,79.87887,1630,3289,0.4278287190712214
CM0027,CM0490,Grandpass-CM0027-23G/1069-26-ODU-1(RTNRF-1),Port_Access_North-CM0490-23G/1069-26-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.95703,79.8699,79.8657,Orugodawatta,1.4977548112683803,6.943741,79.87887,1226,2885,1.2968632039393826
CM0260,CM0316,Kala_Traders-CM0260-26G/1318-23-ODU-1(RTNRF-1),Sri_Dhamma_Mw-CM0316-26G/1318-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.92446,79.876111,79.8742,Orugodawatta,1.9765484560480988,6.943741,79.87887,46,1705,0.45028084595448814
CM0193,CM0969,Gothatuwa-CM0193-26G/771-24-ODU-1(RTNRF-1),Elhena_Mawatha_Mobitel-CM0969-26G/771-24-ODU-1(RTNRF-1),Colombo,Colombo,6.922778,6.92013,79.913889,79.9111,Orugodawatta,4.458994836792193,6.943741,79.87887,632,2291,0.42515680130047023
CM0653,CM0131,Horton_Place-CM0653-26G/1246-23-ODU-1(RTNRF-1),Colombo_7_NCC_Suntel-CM0131-26G/1246-23-ODU-1(RTNRF-1),Colombo,Colombo,6.911667,6.907222,79.875556,79.8675,Orugodawatta,3.878680488392721,6.943741,79.87887,51,1710,1.0170126805766384
CM0027,CM0319,Grandpass-CM0027-26G/910-26-ODU-1(RTNRF-1),Sugathadasa_West-CM0319-26G/910-26-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.94859,79.8699,79.8671,Orugodawatta,1.2129379386934998,6.943741,79.87887,1012,2671,0.4156841943082029
CM0421,CM0786,Mahawela_Gardens-CM0421-26G/806-24-ODU-1(RTNRF-1),Ascon_Ind-CM0786-26G/806-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93997,6.93818,79.8806,79.8787,Orugodawatta,0.5231650386566464,6.943741,79.87887,228,1887,0.28857154274182334
CM0118,CM0260,Ward_Place-CM0118-23G/1593-24-ODU-1(RTNRF-1),Kala_Traders-CM0260-23G/1593-24-ODU-1(RTNRF-1),Colombo,Colombo,6.915833,6.928056,79.8725,79.876111,Orugodawatta,2.4626985316984413,6.943741,79.87887,1340,2999,1.4094221739412842
CM0794,CM0053,Kolonnawa_East-CM0794-23G/765-24-ODU-1(RTNRF-1),Kotikawatta-CM0053-23G/765-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93302,6.935556,79.9029,79.914167,Orugodawatta,3.4407583053320736,6.943741,79.87887,539,2198,1.2763180065748596
CM1327,CM0169,CICT_Yard-CM1327-18G/1913-24-ODU-1(RTNRF-1),Seylan_Tower-CM0169-18G/1913-24-ODU-1(RTNRF-1),Colombo,Colombo,6.943333,6.91748,79.825833,79.847,Orugodawatta,4.917839452816062,6.943741,79.87887,1150,2809,3.6940853245715397
GM0112,GM0092,Mandawala-GM0112-18G/784-24-ODU-1(RTNRF-1),Pugoda-GM0092-18G/784-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99485,6.97811,80.09,80.1212,Waga,8.923040703246524,6.906769,80.118111,50,1709,3.913166338589238
GM0154,GM0092,Mithirigala-GM0154-18G/781-23-ODU-1(RTNRF-1),Pugoda-GM0092-18G/781-23-ODU-1(RTNRF-1),Gampaha,Gampaha,7.00463,6.97811,80.1326,80.1212,Waga,9.406346692145178,6.906769,80.118111,1425,3084,3.1919380848396077
GM0066,GM0242,Dompe-GM0066-18G/676-24-ODU-1(RTNRF-1),Wanaluwawa-GM0242-18G/676-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94313,6.97581,80.068,80.0852,Waga,7.417050165361776,6.906769,80.118111,933,2592,4.083418835371441
GM0066,GM0242,Dompe-GM0066-18G/676-23-ODU-1(RTNRF-1),Wanaluwawa-GM0242-18G/676-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94313,6.97581,80.068,80.0852,Waga,7.417050165361776,6.906769,80.118111,932,2591,4.083418835371441
GM0154,GM0092,Mithirigala-GM0154-18G/781-24-ODU-1(RTNRF-1),Pugoda-GM0092-18G/781-24-ODU-1(RTNRF-1),Gampaha,Gampaha,7.00463,6.97811,80.1326,80.1212,Waga,9.406346692145178,6.906769,80.118111,1426,3085,3.1919380848396077
GM0112,GM0092,Mandawala-GM0112-18G/784-23-ODU-1(RTNRF-1),Pugoda-GM0092-18G/784-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.99485,6.97811,80.09,80.1212,Waga,8.923040703246524,6.906769,80.118111,49,1708,3.913166338589238
GM0207,GM0066,Dompe_Town-GM0207-23G/845-23-ODU-1(RTNRF-1),Dompe-GM0066-23G/845-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95102,6.94313,80.0521,80.068,Waga,7.8127996153790695,6.906769,80.118111,822,2481,1.9617999590046118
GM0300,GM0092,Mithirigala_East-GM0300-18G/697-23-ODU-1(RTNRF-1),Pugoda-GM0092-18G/697-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.9825,6.97811,80.1585,80.1212,Waga,8.479794337326839,6.906769,80.118111,1105,2764,4.150139350365141
GM0423,GM0092,Kapugoda_North-GM0423-23G/745-23-ODU-1(RTNRF-1),Pugoda-GM0092-23G/745-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.96681,6.97811,80.1035,80.1212,Waga,7.292642213467186,6.906769,80.118111,1424,3083,2.321023904273864
GM0066,GM0430,Dompe_Dialog-GM0066-23G/1658-23-ODU-1(RTNRF-1),Lansiyahena-GM0430-23G/1658-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94313,6.928389,80.068,80.060528,Waga,6.759530006643422,6.906769,80.118111,839,2498,1.8274114175285943
