cell_tower_id1,cell_tower_id2,source1_name,source2_name,district1,district2,latitude1,latitude2,longitude1,longitude2,nearest_precip_station,distance,nearest_precip_lat,nearest_precip_long,id_1,id_2,PathLength
CM0959,CM0682,Noris_Canal_Rd_Reloc-CM0959-26G/648-24-ODU-1(RTNRF-1),Passport_Office_Ind-CM0682-26G/648-24-ODU-1(RTNRF-1),Colombo,Colombo,6.918056,6.921667,79.870278,79.871667,Orugodawatta,2.7813259769586067,6.943741,79.87887,1631,3290,0.4278287190712214
CM0050,CM0903,Kolonnawa-CM0050-23G/862-23-ODU-1(RTNRF-1),Uswatta_Rd-CM0903-23G/862-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.95125,79.8875,79.8949,Orugodawatta,1.369299456781166,6.943741,79.87887,618,2277,2.097957200180166
CM1061,CM0591,Miraniya_St_North-CM1061-26G/781-23-ODU-1(RTNRF-1),Pettah_South-CM0591-26G/781-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93944,6.93928,79.8615,79.8606,Orugodawatta,2.027993423144819,6.943741,79.87887,1434,3093,0.10102021645575338
CM0284,CM1053,Bodhiraja_Mawatha-CM0284-26G/779-23-ODU-1(RTNRF-1),New_Kettaram_Rd_East-CM1053-26G/779-23-ODU-1(RTNRF-1),Colombo,Colombo,6.88078,6.94286,79.9181,79.8743,Orugodawatta,4.016205352108172,6.943741,79.87887,102,1761,8.400341699783542
CM0174,CM1195,Jantha_Courts-CM0174-23G/1524-24-ODU-1(RTNRF-1),Suncity(Cinammon Red)-CM1195-23G/1524-24-ODU-1(RTNRF-1),Colombo,Colombo,6.903611,6.912222,79.8575,79.855556,Orugodawatta,4.668248622477611,6.943741,79.87887,1531,3190,0.976227907329555
CM0260,CM0328,Kala_Traders-CM0260-18G/1242-23-ODU-1(RTNRF-1),Narahenpita_West-CM0328-18G/1242-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.895556,79.876111,79.8725,Orugodawatta,3.5675475537110453,6.943741,79.87887,437,2096,3.616273845258677
CM0153,CM1064,Maliban-CM0153-26G/782-24-ODU-1(RTNRF-1),Pettah_Bus_Stand-CM1064-26G/782-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93566,6.93423,79.8528,79.8544,Orugodawatta,2.9571466084814912,6.943741,79.87887,76,1735,0.23722098266509545
CM0940,CM0174,Independence_Avenue_Suntel-CM0940-23G/1506-24-ODU-1(RTNRF-1),Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506-24-ODU-1(RTNRF-1),Colombo,Colombo,6.908611,6.903611,79.865,79.8575,Orugodawatta,4.594556883945399,6.943741,79.87887,1008,2667,0.9963912011966435
CM0019,CM0899,Ellie_House-CM0019-26G/1519-23-ODU-1(RTNRF-1),Rock_House_Lane-CM0899-26G/1519-23-ODU-1(RTNRF-1),Colombo,Colombo,6.96351,6.96065,79.8636,79.8608,Orugodawatta,2.7398446508465244,6.943741,79.87887,659,2318,0.44246387780647267
CM0284,CM1053,Bodhiraja_Mawatha-CM0284-26G/779-24-ODU-1(RTNRF-1),New_Kettaram_Rd_East-CM1053-26G/779-24-ODU-1(RTNRF-1),Colombo,Colombo,6.88078,6.94286,79.9181,79.8743,Orugodawatta,4.016205352108172,6.943741,79.87887,103,1762,8.400341699783542
CM0175,CM0869,Union_Place-CM0175-23G/1745-HY-25-ODU-1(RTNRF-1),Welikada_Slt-CM0869-23G/1745-HY-25-ODU-1(RTNRF-1),Colombo,Colombo,6.918611,6.920833,79.863056,79.881389,Orugodawatta,2.75598481904165,6.943741,79.87887,262,1921,2.040900696886462
CM1516,CM0162,LAKEDRIVE_REL-CM1516-26G/1545-HY-23-ODU-1(RTNRF-1),RAJAGIRIYA-CM0162-26G/1545-HY-23-ODU-1(RTNRF-1),Colombo,Colombo,6.907778,6.91103,79.887028,79.8902,Orugodawatta,3.9470731400151453,6.943741,79.87887,1561,3220,0.5022267471622295
CM0743,CM1038,Akbar_Ind-CM0743-26G/875-24-ODU-1(RTNRF-1),TB_Jaya_Mw-CM1038-26G/875-24-ODU-1(RTNRF-1),Colombo,Colombo,6.9225,6.92553,79.860278,79.862,Orugodawatta,2.9323163106373893,6.943741,79.87887,1517,3176,0.3853569591319
CM0666,CM1039,China_Street-CM0666-26G/1418-24-ODU-1(RTNRF-1),Main_Street_N-CM1039-26G/1418-24-ODU-1(RTNRF-1),Colombo,Colombo,6.939444,6.938417,79.852778,79.852889,Orugodawatta,2.9260353907205854,6.943741,79.87887,1555,3214,0.11423691664474485
CM1144,CM0180,Bristol_Street_Suntel-CM1144-26G/899-23-ODU-1(RTNRF-1),Wimaladharma-CM0180-26G/899-23-ODU-1(RTNRF-1),Colombo,Colombo,6.935833,6.93691,79.845833,79.8498,Orugodawatta,3.527149103806463,6.943741,79.87887,263,1922,0.45428539114843547
CM0421,CM0786,Mahawela_Gardens-CM0421-26G/806-23-ODU-1(RTNRF-1),Ascon_Ind-CM0786-26G/806-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93997,6.93818,79.8806,79.8787,Orugodawatta,0.5231650386566464,6.943741,79.87887,227,1886,0.28857154274182334
CM0028,CM0148,Grandpass_North-CM0028-26G/787-23-ODU-1(RTNRF-1),Kotahena-CM0148-26G/787-23-ODU-1(RTNRF-1),Colombo,Colombo,6.95681,6.95016,79.8774,79.8641,Orugodawatta,1.4022804423421515,6.943741,79.87887,310,1969,1.6434609090713603
CM0175,CM0869,Union_Place-CM0175-23G/1745-HY-23-ODU-1(RTNRF-1),Welikada_Slt-CM0869-23G/1745-HY-23-ODU-1(RTNRF-1),Colombo,Colombo,6.918611,6.920833,79.863056,79.881389,Orugodawatta,2.75598481904165,6.943741,79.87887,261,1920,2.040900696886462
CM0260,CM0740,Kala_Traders-CM0260-23G/867-23-ODU-1(RTNRF-1),Unilever_Ind-CM0740-23G/867-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.94161,79.876111,79.8689,Orugodawatta,1.2104479810471638,6.943741,79.87887,610,2269,1.6976059492452735
CM0705,CM0743,HNB_Ind-CM0705-26G/1269-24-ODU-1(RTNRF-1),Akbar_Ind-CM0743-26G/1269-24-ODU-1(RTNRF-1),Colombo,Colombo,6.92063,6.9225,79.8623,79.860278,Orugodawatta,3.1287962957695545,6.943741,79.87887,808,2467,0.30446935663843594
CM0555,CM0074,Castle_Street_W-CM0555-23G/1579-24-ODU-1(RTNRF-1),Nawala_Town-CM0074-23G/1579-24-ODU-1(RTNRF-1),Colombo,Colombo,6.911111,6.889444,79.885,79.8875,Orugodawatta,4.875349470302806,6.943741,79.87887,1001,2660,2.4120371024549048
CM0027,CM0319,Grandpass-CM0027-26G/910-24-ODU-1(RTNRF-1),Sugathadasa_West-CM0319-26G/910-24-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.94859,79.8699,79.8671,Orugodawatta,1.2129379386934998,6.943741,79.87887,1010,2669,0.4156841943082029
CM0589,CM0062,Crow_Island-CM0589-26G/678-23-ODU-1(RTNRF-1),Mattakkuliya_North-CM0062-26G/678-23-ODU-1(RTNRF-1),Colombo,Colombo,6.97356,6.97301,79.8723,79.8757,Orugodawatta,3.311311783110844,6.943741,79.87887,1031,2690,0.38059685843696006
CM0736,CM0174,Merchant_Tower_Ind-CM0736-23G/1063-23-ODU-1(RTNRF-1),Thursten-CM0174-23G/1063-23-ODU-1(RTNRF-1),Colombo,Colombo,6.91285,6.903611,79.8502,79.8575,Orugodawatta,4.8028780785985035,6.943741,79.87887,1440,3099,1.3018608460250158
CM0295,CM0095,Gothami_Balika-CM0295-26G/1361-23-ODU-1(RTNRF-1),Punchiborella-CM0095-26G/1361-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9244,6.919167,79.8718,79.873611,Orugodawatta,2.52204013020019,6.943741,79.87887,1082,2741,0.6123498746488781
GM0016,GM0374,Hekitta-GM0016-26G/1303-24-ODU-1(RTNRF-1),Lansiyawatta-GM0374-26G/1303-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.986944,6.984444,79.88,79.8725,Orugodawatta,4.648632060494059,6.943741,79.87887,340,1999,0.8736408558045691
CM0743,CM1394,Akbar-CM0743-26G/1478-23-ODU-1(RTNRF-1),Vauxhall Reloc -CM1394-26G/1478-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9225,6.924861,79.860278,79.855861,Orugodawatta,3.194630776585565,6.943741,79.87887,1495,3154,0.5535813288453431
CM1035,CM0188,Church_Street_Dialog-CM1035-26G/1490-23-ODU-1(RTNRF-1),CIC_Outdoor-CM0188-26G/1490-23-ODU-1(RTNRF-1),Colombo,Colombo,6.92172,6.923611,79.8509,79.852778,Orugodawatta,3.78891407111934,6.943741,79.87887,848,2507,0.29463263467153966
GM0091,GM0027,Pethiyagoda-GM0091-23G/1461-24-ODU-1(RTNRF-1),Kelaniya-GM0027-23G/1461-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95798,6.95735,79.8963,79.9163,Orugodawatta,3.39990535709864,6.943741,79.87887,22,1681,2.211200986185806
CM0131,CM0055,Colombo7-CM0131-26G/1315-24-ODU-1(RTNRF-1),Macarthy_RT-CM0055-26G/1315-24-ODU-1(RTNRF-1),Colombo,Colombo,6.907222,6.913889,79.8675,79.869722,Orugodawatta,3.841128588930225,6.943741,79.87887,669,2328,0.777124845958015
CM0940,CM0174,Independence_Avenue_Suntel-CM0940-23G/1506-23-ODU-1(RTNRF-1),Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506-23-ODU-1(RTNRF-1),Colombo,Colombo,6.908611,6.903611,79.865,79.8575,Orugodawatta,4.594556883945399,6.943741,79.87887,1007,2666,0.9963912011966435
CM0019,CM0899,Ellie_House-CM0019-26G/1519-24-ODU-1(RTNRF-1),Rock_House_Lane-CM0899-26G/1519-24-ODU-1(RTNRF-1),Colombo,Colombo,6.96351,6.96065,79.8636,79.8608,Orugodawatta,2.7398446508465244,6.943741,79.87887,660,2319,0.44246387780647267
CM0153,CM1064,Maliban-CM0153-26G/782-23-ODU-1(RTNRF-1),Pettah_Bus_Stand-CM1064-26G/782-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93566,6.93423,79.8528,79.8544,Orugodawatta,2.9571466084814912,6.943741,79.87887,75,1734,0.23722098266509545
CM0053,CM0797,Kotikawatta_DBN-CM0053-26G/596-24-ODU-1(RTNRF-1),Kotikawatta_South-CM0797-26G/596-24-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.92975,79.914167,79.9198,Orugodawatta,4.386779119472173,6.943741,79.87887,1122,2781,0.8943119855348125
CM0743,CM0685,Akbar_DAP-CM0743-23G/1721-24-ODU-1(RTNRF-1),Ballys_Colombo_IBS-CM0685-23G/1721-24-ODU-1(RTNRF-1),Colombo,Colombo,6.9225,6.93194,79.860278,79.8508,Orugodawatta,3.160044812830758,6.943741,79.87887,200,1859,1.4788513577202942
CM0019,GM0015,Ellie_House-CM0019-18G/1625-24-ODU-1(RTNRF-1),Handala-GM0015-18G/1625-24-ODU-1(RTNRF-1),Colombo,Gampaha,6.96351,6.9977,79.8636,79.886,Orugodawatta,4.101544735158785,6.943741,79.87887,1157,2816,4.5192114490175435
CM0895,CM0743,Kew_Road-CM0895-26G/595-23-ODU-1(RTNRF-1),Akbar_Ind-CM0743-26G/595-23-ODU-1(RTNRF-1),Colombo,Colombo,6.92501,6.9225,79.8522,79.860278,Orugodawatta,3.337678324154874,6.943741,79.87887,133,1792,0.9348843513461073
CM1217,CM0426,Green_Path_South-CM1217-26G/1492-23-ODU-1(RTNRF-1),Alwis Place DAP-CM0426-26G/1492-23-ODU-1(RTNRF-1),Colombo,Colombo,6.909722,6.912778,79.856389,79.853611,Orugodawatta,4.457543538095101,6.943741,79.87887,35,1694,0.4565927613204397
CM0594,CM0591,Dias_Place-CM0594-26G/1291-23-ODU-1(RTNRF-1),Pettah_South-CM0591-26G/1291-23-ODU-1(RTNRF-1),Colombo,Colombo,6.936111,6.93928,79.856111,79.8606,Orugodawatta,2.363569093265665,6.943741,79.87887,378,2037,0.6073853759140069
CM0794,CM0053,Kolonnawa_East-CM0794-23G/765-23-ODU-1(RTNRF-1),Kotikawatta-CM0053-23G/765-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93302,6.935556,79.9029,79.914167,Orugodawatta,3.4407583053320736,6.943741,79.87887,538,2197,1.2763180065748596
CM0138,CM1304,Elvitigala-CM0138-26G/1310-23-ODU-1(RTNRF-1),Military_Hospital_IBS-CM1304-26G/1310-23-ODU-1(RTNRF-1),Colombo,Colombo,6.905278,6.899722,79.877222,79.875833,Orugodawatta,4.568200215532055,6.943741,79.87887,326,1985,0.6333256820875574
CM0302,CM1043,Cyril_C_Perera_Mw-CM0302-26G/778-24-ODU-1(RTNRF-1),Jethawana_Rd-CM1043-26G/778-24-ODU-1(RTNRF-1),Colombo,Colombo,6.94584,6.94422,79.8651,79.8666,Orugodawatta,1.4458618383480948,6.943741,79.87887,141,1800,0.24407824345675205
CM0193,CM0053,Gothatuwa-CM0193-23G/1328-23-ODU-1(RTNRF-1),Kotikawatta-CM0053-23G/1328-23-ODU-1(RTNRF-1),Colombo,Colombo,6.922778,6.935556,79.913889,79.914167,Orugodawatta,4.206351241926716,6.943741,79.87887,1533,3192,1.4134585423038268
CM0161,CM0163,Pettah-CM0161-23G/1320-24-ODU-1(RTNRF-1),Rangala_SLN-CM0163-23G/1320-24-ODU-1(RTNRF-1),Colombo,Colombo,6.94135,6.938611,79.8591,79.848611,Orugodawatta,2.795431432102369,6.943741,79.87887,1208,2867,1.1980565369087484
GM0045,GM0123,Thorana_Jn-GM0045-23G/1343-24-ODU-1(RTNRF-1),Iriyawetiya-GM0123-23G/1343-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.968,6.98066,79.9058,79.9158,Orugodawatta,4.888092851933888,6.943741,79.87887,93,1752,1.783611479414513
CM0521,CM0162,Kurruppu_Road-CM0521-23G/832-23-ODU-1(RTNRF-1),Rajagiriya-CM0162-23G/832-23-ODU-1(RTNRF-1),Colombo,Colombo,6.915556,6.91103,79.883889,79.8902,Orugodawatta,3.4863331544408087,6.943741,79.87887,406,2065,0.8584796345679381
CM0028,CM0148,Grandpass_North-CM0028-26G/787-24-ODU-1(RTNRF-1),Kotahena-CM0148-26G/787-24-ODU-1(RTNRF-1),Colombo,Colombo,6.95681,6.95016,79.8774,79.8641,Orugodawatta,1.4022804423421515,6.943741,79.87887,311,1970,1.6434609090713603
CM0260,CM0136,Kala_Traders-CM0260-23G/1577-25-ODU-1(RTNRF-1),Dematagoda-CM0136-23G/1577-25-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.92387,79.876111,79.8774,Orugodawatta,1.979915048635714,6.943741,79.87887,733,2392,0.48435294853689
CM0053,CM0808,Kotikawatta-CM0053-18G/1628-24-ODU-1(RTNRF-1),Obesekarapura_N-CM0808-18G/1628-24-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.92158,79.914167,79.8928,Orugodawatta,3.195978307837817,6.943741,79.87887,831,2490,2.8221791043983204
CM0260,CM0072,Kala_Traders-CM0260-18G/1181-24-ODU-1(RTNRF-1),Nawala-CM0072-18G/1181-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.889722,79.876111,79.888889,Orugodawatta,3.875117896134105,6.943741,79.87887,1017,2676,4.468390372789197
CM0389,CM0161,Hemson_Ind-CM0389-23G/1483-23-ODU-1(RTNRF-1),Pettah-CM0161-23G/1483-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93523,6.94135,79.8454,79.8591,Orugodawatta,3.0028818993757915,6.943741,79.87887,368,2027,1.6583787074466134
CM0743,CM0288,Akbar_Ind-CM0743-26G/1262-23-ODU-1(RTNRF-1),De_Saram_Place-CM0288-26G/1262-23-ODU-1(RTNRF-1),Colombo,Colombo,6.9225,6.920833,79.860278,79.866944,Orugodawatta,2.9670124245630896,6.943741,79.87887,1243,2902,0.7594002526692347
CM0013,CM0591,Dam_St_North-CM0013-26G/795-24-ODU-1(RTNRF-1),Pettah_South-CM0591-26G/795-24-ODU-1(RTNRF-1),Colombo,Colombo,6.93833,6.93928,79.8577,79.8606,Orugodawatta,2.2465648460586114,6.943741,79.87887,1342,3001,0.3372591951854687
CM0517,CM0209,Mahawatta_Road-CM0517-26G/1184-24-ODU-1(RTNRF-1),Kotahena_North-CM0209-26G/1184-24-ODU-1(RTNRF-1),Colombo,Colombo,6.95895,6.96009,79.8709,79.8682,Orugodawatta,2.0262751727387567,6.943741,79.87887,209,1868,0.32390552275911627
CM0010,CM0174,Carmel-CM0010-23G/1321-23-ODU-1(RTNRF-1),Thursten-CM0174-23G/1321-23-ODU-1(RTNRF-1),Colombo,Colombo,6.914167,6.903611,79.851667,79.8575,Orugodawatta,4.6967282019095276,6.943741,79.87887,1237,2896,1.3335545344103354
GM0045,GM0372,Thorana_Jn-GM0045-26G/601-23-ODU-1(RTNRF-1),Dalugamgoda-GM0372-26G/601-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.968,6.97338,79.9058,79.9127,Orugodawatta,4.48917293454279,6.943741,79.87887,496,2155,0.9671351802507774
GM0027,GM0104,Kelaniya-GM0027-23G/895-23-ODU-1(RTNRF-1),Kelaniya_North-GM0104-23G/895-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.95735,6.97251,79.9163,79.9172,Orugodawatta,4.797225298549894,6.943741,79.87887,224,1883,1.679500754918372
CM0391,CM0162,Lake_Drive-CM0391-26G/703-24-ODU-1(RTNRF-1),Rajagiriya-CM0162-26G/703-24-ODU-1(RTNRF-1),Colombo,Colombo,6.90809,6.91103,79.8883,79.8902,Orugodawatta,3.950312865029285,6.943741,79.87887,974,2633,0.3870468017949996
CM0262,CM0081,Dharmapala_Mw-CM0262-26G/810-23-ODU-1(RTNRF-1),Odel-CM0081-26G/810-23-ODU-1(RTNRF-1),Colombo,Colombo,6.916944,6.91707,79.863333,79.8655,Orugodawatta,3.3604073177666116,6.943741,79.87887,1005,2664,0.2398902420098039
CM0131,CM0055,Colombo7-CM0131-26G/1315-23-ODU-1(RTNRF-1),Macarthy_RT-CM0055-26G/1315-23-ODU-1(RTNRF-1),Colombo,Colombo,6.907222,6.913889,79.8675,79.869722,Orugodawatta,3.841128588930225,6.943741,79.87887,668,2327,0.777124845958015
CM0059,CM1360,Maligakanda-CM0059-26G/1405-23-ODU-1(RTNRF-1),Maradana_Station-CM1360/P-26G/1405-23-ODU-1(RTNRF-1),Colombo,Colombo,6.925,6.928611,79.8672,79.865556,Orugodawatta,2.3267016857177483,6.943741,79.87887,517,2176,0.4387282965856229
CM0191,CM0703,Gardiner_Mawatha-CM0191-26G/1311-23-ODU-1(RTNRF-1),Galadari-CM0703-26G/1311-23-ODU-1(RTNRF-1),Colombo,Colombo,6.92919,6.931667,79.8485,79.843611,Orugodawatta,3.9137884686700732,6.943741,79.87887,1526,3185,0.6057665613074387
CM1072,CM0709,Akbar_Mw_Reloc-CM1072-26G/864-23-ODU-1(RTNRF-1),Nawaloka_Ind-CM0709-26G/864-23-ODU-1(RTNRF-1),Colombo,Colombo,6.923611,6.920833,79.850278,79.853611,Orugodawatta,3.8101700842686026,6.943741,79.87887,1523,3182,0.479645150045116
CM0050,CM0931,Kolonnawa-CM0050-26G/721-23-ODU-1(RTNRF-1),Orugodawatta_East-CM0931-26G/721-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.94845,79.8875,79.8821,Orugodawatta,0.7167832643127641,6.943741,79.87887,1135,2794,1.7286321786966679
CM0595,CM0518,MAYFIELD_LANE-CM0595-23G/1746-HY-24-ODU-1(RTNRF-1),KELNITISA_NTH-CM0518-23G/1746-HY-24-ODU-1(RTNRF-1),Colombo,Colombo,6.95366,6.95374,79.8645,79.8743,Orugodawatta,1.5192721799105258,6.943741,79.87887,786,2445,1.0829956891466241
CM0027,CM0490,Grandpass-CM0027-23G/1069-23-ODU-1(RTNRF-1),Port_Access_North-CM0490-23G/1069-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.95703,79.8699,79.8657,Orugodawatta,1.4977548112683803,6.943741,79.87887,1223,2882,1.2968632039393826
CM0260,CM0740,Kala_Traders-CM0260-23G/867-24-ODU-1(RTNRF-1),Unilever_Ind-CM0740-23G/867-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.94161,79.876111,79.8689,Orugodawatta,1.2104479810471638,6.943741,79.87887,611,2270,1.6976059492452735
CM1042,CM0167,Janadhipathi_Mw-CM1042-26G/1235-23-ODU-1(RTNRF-1),Regal-CM0167-26G/1235-23-ODU-1(RTNRF-1),Colombo,Colombo,6.936389,6.93194,79.843889,79.8464,Orugodawatta,3.874541928254068,6.943741,79.87887,1486,3145,0.5648739823456975
CM0050,CM0348,Kolonnawa-CM0050-26G/1177-23-ODU-1(RTNRF-1),Salamulla-CM0348-26G/1177-23-ODU-1(RTNRF-1),Colombo,Colombo,6.93378,6.929167,79.8875,79.894444,Orugodawatta,1.9050359344429535,6.943741,79.87887,1496,3155,0.9214904048230863
CM0059,CM0829,Maligakanda-CM0059-26G/1404-24-ODU-1(RTNRF-1),Symonds_Road_Lanka_Bell-CM0829-26G/1404-24-ODU-1(RTNRF-1),Colombo,Colombo,6.925,6.925278,79.8672,79.865,Orugodawatta,2.494720280394628,6.943741,79.87887,1267,2926,0.2450641484646414
CM0260,CM0328,Kala_Traders-CM0260-18G/1242-24-ODU-1(RTNRF-1),Narahenpita_West-CM0328-18G/1242-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.895556,79.876111,79.8725,Orugodawatta,3.5675475537110453,6.943741,79.87887,438,2097,3.616273845258677
GM0045,GM0250,Thorana_Jn-GM0045-23G/701-24-ODU-1(RTNRF-1),Hunupitiya_South-GM0250-23G/701-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.968,6.97806,79.9058,79.9042,Orugodawatta,4.339275912606597,6.943741,79.87887,7,1666,1.1265027820822733
CM0277,CM0421,Dematagoda__North-CM0277-26G/1226-25-ODU-1(RTNRF-1),Mahawela_Gardens-CM0421-26G/1226-25-ODU-1(RTNRF-1),Colombo,Colombo,6.93469,6.93997,79.8784,79.8806,Orugodawatta,0.712405689274695,6.943741,79.87887,637,2296,0.6325093629607035
CM0027,CM0312,Grandpass-CM0027-26G/1286-23-ODU-1(RTNRF-1),Port_Access_Rd-CM0312-26G/1286-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94608,6.9525,79.8699,79.867222,Orugodawatta,1.2939935308852635,6.943741,79.87887,1320,2979,0.769198832027698
CM0186,CM0163,Buck_Rd-CM0186-23G/741-23-ODU-1(RTNRF-1),Rangala-CM0163-23G/741-23-ODU-1(RTNRF-1),Colombo,Colombo,6.937778,6.938611,79.8425,79.848611,Orugodawatta,3.7323030754332542,6.943741,79.87887,983,2642,0.6815790191931644
CM0761,CM0174,Empire_Residencies_IBS-CM0761-23G/1525-23-ODU-1(RTNRF-1),Thursten_Road-CM0174-23G/1525-23-ODU-1(RTNRF-1),Colombo,Colombo,6.919167,6.903611,79.8575,79.8575,Orugodawatta,4.286977429502398,6.943741,79.87887,1384,3043,1.7203435754012633
CM0391,CM0162,Lake_Drive-CM0391-26G/703-23-ODU-1(RTNRF-1),Rajagiriya-CM0162-26G/703-23-ODU-1(RTNRF-1),Colombo,Colombo,6.90809,6.91103,79.8883,79.8902,Orugodawatta,3.950312865029285,6.943741,79.87887,973,2632,0.3870468017949996
CM1098,CM0162,Iconic_Residancies_IBS_Etisalat-CM1098-23G/1584-23-ODU-1(RTNRF-1),Rajagiriya-CM0162-23G/1584-23-ODU-1(RTNRF-1),Colombo,Colombo,6.907222,6.91103,79.890556,79.8902,Orugodawatta,4.033815998522781,6.943741,79.87887,664,2323,0.42296189099408776
CM0521,CM0162,Kurruppu_Road-CM0521-23G/832-24-ODU-1(RTNRF-1),Rajagiriya-CM0162-23G/832-24-ODU-1(RTNRF-1),Colombo,Colombo,6.915556,6.91103,79.883889,79.8902,Orugodawatta,3.4863331544408087,6.943741,79.87887,407,2066,0.8584796345679381
CM1132,CM0162,Rajagiriya_East-CM1132-26G/1258-23-ODU-1(RTNRF-1),Rajagiriya-CM0162-26G/1258-23-ODU-1(RTNRF-1),Colombo,Colombo,6.909722,6.91103,79.896111,79.8902,Orugodawatta,4.013397273986777,6.943741,79.87887,1592,3251,0.6690846631998284
CM0260,CM0758,Kala_Traders-CM0260-18G/1610-24-ODU-1(RTNRF-1),Fairway_Condominium_IBS-CM0758-18G/1610-24-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.91012,79.876111,79.906,Orugodawatta,3.040823678060275,6.943741,79.87887,708,2367,3.8529620199243486
CM0302,CM0027,Cyril_C_Perera_Mw-CM0302-26G/838-23-ODU-1(RTNRF-1),Grandpass-CM0027-26G/838-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94584,6.94608,79.8651,79.8699,Orugodawatta,1.2802176613204241,6.943741,79.87887,69,1728,0.5311014688298207
CM0131,CM0332,Colombo_7_NCC_Suntel-CM0131-23G/1277-23-ODU-1(RTNRF-1),Horton_Wijerama-CM0332-23G/1277-23-ODU-1(RTNRF-1),Colombo,Colombo,6.907222,6.910806,79.8675,79.869175,Orugodawatta,4.012987650015227,6.943741,79.87887,111,1770,0.4374534512794174
CM0053,CM0913,Kotikawatta-CM0053-23G/661-23-ODU-1(RTNRF-1),Wellampitiya_East-CM0913-23G/661-23-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.93541,79.914167,79.9052,Orugodawatta,3.5255199407824263,6.943741,79.87887,663,2322,0.9910776436875546
GM0535,GM0027,Sinharamulla-GM0535-23G/818-23-ODU-1(RTNRF-1),Kelaniya-GM0027-23G/818-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.951111,6.95735,79.903889,79.9163,Orugodawatta,3.64031027935531,6.943741,79.87887,1094,2753,1.5352680171938373
CM0302,CM1043,Cyril_C_Perera_Mw-CM0302-26G/778-23-ODU-1(RTNRF-1),Jethawana_Rd-CM1043-26G/778-23-ODU-1(RTNRF-1),Colombo,Colombo,6.94584,6.94422,79.8651,79.8666,Orugodawatta,1.4458618383480948,6.943741,79.87887,140,1799,0.24407824345675205
CM0053,CM0808,Kotikawatta-CM0053-18G/1628-23-ODU-1(RTNRF-1),Obesekarapura_N-CM0808-18G/1628-23-ODU-1(RTNRF-1),Colombo,Colombo,6.935556,6.92158,79.914167,79.8928,Orugodawatta,3.195978307837817,6.943741,79.87887,830,2489,2.8221791043983204
CM0260,CM0764,Kala_Traders-CM0260-23G/866-23-ODU-1(RTNRF-1),Hedges_Court_Ind-CM0764-23G/866-23-ODU-1(RTNRF-1),Colombo,Colombo,6.928056,6.92161,79.876111,79.8649,Orugodawatta,2.28624569069418,6.943741,79.87887,194,1853,1.4294045385532153
CM0705,CM0743,HNB_Ind-CM0705-26G/1269-23-ODU-1(RTNRF-1),Akbar_Ind-CM0743-26G/1269-23-ODU-1(RTNRF-1),Colombo,Colombo,6.92063,6.9225,79.8623,79.860278,Orugodawatta,3.1287962957695545,6.943741,79.87887,807,2466,0.30446935663843594
CM0262,CM0081,Dharmapala_Mw-CM0262-26G/810-24-ODU-1(RTNRF-1),Odel-CM0081-26G/810-24-ODU-1(RTNRF-1),Colombo,Colombo,6.916944,6.91707,79.863333,79.8655,Orugodawatta,3.3604073177666116,6.943741,79.87887,1006,2665,0.2398902420098039
CM0191,CM0022,Gardiner_Mawatha-CM0191-26G/1330-24-ODU-1(RTNRF-1),Galle_Face_Army-CM0022-26G/1330-24-ODU-1(RTNRF-1),Colombo,Colombo,6.92919,6.928889,79.8485,79.845833,Orugodawatta,3.862420285601434,6.943741,79.87887,348,2007,0.2966088688928459
